Pharma Model,Num Feature,Fit,Norm Fit,Num Hydrophobic,Num HB Acceptor,Num HB Donor,Num Positive,Num Negative,Num Aromatic,Name,Class,Uniplot,Function,Disease,Idication
1v26_A_cavity_4,10,4.935,0.4935,4,1,2,3,0,0,Medium-chain-fatty-acid--CoA ligase,NONE,Q6L8F0,Involved in catalytic activity,NONE,NONE
2std_A_cavity_1,7,3.453,0.4933,5,0,1,0,1,0,Scytalone dehydratase,NONE,P56221,Involved in hydro-lyase activity,NONE,NONE
3fbi_A_cavity_1,8,3.945,0.4931,4,0,2,2,0,0,Mediator of RNA polymerase II transcription subunit 7,NONE,Q08278,NONE,NONE,NONE
1sxr_B_cavity_1,8,3.942,0.4928,4,0,2,0,2,0,Peptidoglycan-recognition protein SA,NONE,Q9VYX7,Involved in N-acetylmuramoyl-L-alanine amidase activity,NONE,NONE
2bxr_A_cavity_2,7,3.444,0.4921,5,1,1,0,0,0,Amine oxidase [flavin-containing] A,OXIDOREDUCTASE,AOFA_HUMAN,Catalyzes the oxidative deamination of biogenic and xenobiotic amines and has important functions in the metabolism of neuroactive and vasoactive amines in the central nervous system and peripheral tissues. MAOA preferentially oxidizes biogenic amines suc,"Defects in MAOA are the cause of Brunner syndrome [MIM:300615]. Brunner syndrome is a form of X-linked non- dysmorphic mild mental retardation. Male patients are affected by a syndrome of borderline mental retardation and exhibit abnormal behavior, including disturbed regulation of impulsive aggression. Obligate female carriers have normal intelligence and behavior.",Muscle spasm;Cerebral hypoxia;Pain;Major depressive disorder;Epilepsy;Cognitive disorder;Cerebral infarction;Attention deficit hyperactivity disorder;Anxiety disorder;Parkinsons disease;Neuropathic pain;Amnesia;Alzheimers disease;Nicotine dependence;Dementia;Cerebrovascular ischemia;Psychotic disorder
2vz6_A_cavity_1,8,3.936,0.492,5,2,0,1,0,0,Calcium/calmodulin-dependent protein kinase type II alpha chain,TRANSFERASE,KCC2A_HUMAN,CaM-kinase II (CAMK2) is a prominent kinase in the central nervous system that may function in long-term potentiation and neurotransmitter release. Member of the NMDAR signaling complex in excitatory synapses it may regulate NMDAR-dependent potentiation o,NONE,NONE
1cz2_A_cavity_1,7,3.444,0.492,6,0,1,0,0,0,Non-specific lipid-transfer protein,NONE,P24296,Involved in lipid binding,NONE,NONE
3cwz_B_cavity_2,7,3.442,0.4917,4,1,1,1,0,0,Ras-related protein Rab-6A,NONE,P20340,NONE,NONE,NONE
1x51_A_cavity_1,8,3.932,0.4915,3,1,2,2,0,0,A/G-specific adenine DNA glycosylase,"HYDROLASE, DNA BINDING PROTEIN",MUTYH_HUMAN,Involved in oxidative DNA damage repair. Initiates repair of A*oxoG to C*G by removing the inappropriately paired adenine base from the DNA backbone. Possesses both adenine and 2- OH-A DNA glycosylase activities.,Defects in MUTYH are a cause of autosomal recessive colorectal adenomatous polyposis [MIM:608456].;Defects in MUTYH are a cause of gastric cancer [MIM:137215].,NONE
2d3o_1_cavity_2,8,3.932,0.4915,7,1,0,0,0,0,Trigger factor,NONE,Q9RT21,NONE,NONE,NONE
2qvl_A_cavity_1,7,3.441,0.4915,6,1,0,0,0,0,Diacylglycerol kinase,NONE,Q6GFF9,NONE,NONE,NONE
1kn9_B_cavity_1,8,3.927,0.4909,6,2,0,0,0,0,Signal peptidase I,NONE,P00803,"Intracellular trafficking, secretion, and vesicular transport",NONE,NONE
1a7b_A_cavity_2,7,3.434,0.4906,6,1,0,0,0,0,T-cell surface antigen CD2,NONE,P08921,NONE,NONE,NONE
2hmv_B_cavity_1,8,3.923,0.4904,7,1,0,0,0,0,Ktr system potassium uptake protein A,NONE,O32080,NONE,NONE,NONE
2fr2_A_cavity_1,8,3.923,0.4903,7,0,0,0,1,0,UPF0678 fatty acid-binding protein-like protein Rv2717c/MT2790,NONE,O07216,NONE,NONE,NONE
2oif_A_cavity_1,7,3.43,0.49,6,0,0,0,1,0,Non-symbiotic hemoglobin,NONE,Q42831,NONE,NONE,NONE
2wa0_A_cavity_3,13,6.369,0.4899,7,0,3,0,3,0,Melanoma-associated antigen 4,NONE,P43358,NONE,NONE,NONE
1fpq_A_cavity_2,7,3.428,0.4897,6,1,0,0,0,0,Isoliquiritigenin 2-O-methyltransferase,NONE,P93324,"Secondary metabolites biosynthesis, transport and catabolism",NONE,NONE
1xpk_C_cavity_1,7,3.423,0.489,4,0,2,0,1,0,3-hydroxy-3-methylglutaryl CoA synthase,NONE,Q79ZY6,Involved in hydroxymethylglutaryl-CoA synthase activity,NONE,NONE
1mg5_B_cavity_1,8,3.909,0.4887,5,1,1,1,0,0,Alcohol dehydrogenase,NONE,P00334,Involved in alcohol dehydrogenase activity,NONE,NONE
1or7_C_cavity_1,7,3.419,0.4884,5,1,0,1,0,0,RNA polymerase sigma-E factor,NONE,P0AGB6,NONE,NONE,NONE
1xa8_B_cavity_1,9,4.394,0.4882,5,1,1,0,2,0,Glutathione-dependent formaldehyde-activating enzyme,NONE,Q51669,Catalyzes the condensation of formaldehyde and glutathione to S-hydroxymethylglutathione.,NONE,NONE
1ef8_C_cavity_3,8,3.903,0.4879,7,1,0,0,0,0,Methylmalonyl-CoA decarboxylase,NONE,P52045,Lipid transport and metabolism,NONE,NONE
3ifb_A_cavity_1,7,3.414,0.4878,5,1,1,0,0,0,"Fatty acid-binding protein, intestinal",LIPID BINDING PROTEIN,FABPI_HUMAN,"FABP are thought to play a role in the intracellular transport of long-chain fatty acids and their acyl-CoA esters. FABP2 is probably involved in triglyceride-rich lipoprotein synthesis. Binds saturated long-chain fatty acids with a high affinity, but bin",NONE,NONE
1yix_A_cavity_1,8,3.895,0.4869,5,1,1,1,0,0,Uncharacterized deoxyribonuclease ycfH,NONE,P0AFQ7,NONE,NONE,NONE
1jl4_A_cavity_3,8,3.895,0.4869,5,0,2,0,1,0,"H-2 class II histocompatibility antigen, A-K alpha chain",NONE,P01910,NONE,NONE,NONE
1lmz_A_cavity_1,7,3.407,0.4867,5,1,1,0,0,0,DNA-3-methyladenine glycosylase 1,NONE,P05100,Carbohydrate transport and metabolism,NONE,NONE
3b46_B_cavity_2,8,3.893,0.4866,4,2,0,2,0,0,Probable kynurenine--oxoglutarate transaminase BNA3,NONE,P47039,NONE,NONE,NONE
1vim_B_cavity_1,8,3.891,0.4864,5,2,0,0,1,0,Hypothetical protein AF_1796,NONE,O28478,Involved in sugar binding,NONE,NONE
1h3o_B_cavity_1,9,4.377,0.4863,9,0,0,0,0,0,Transcription initiation factor TFIID subunit 4,NONE,O00268,NONE,NONE,NONE
2veq_A_cavity_1,8,3.89,0.4863,5,0,2,0,1,0,Centromere DNA-binding protein complex CBF3 subunit B,NONE,P40969,NONE,NONE,NONE
3bem_A_cavity_1,8,3.89,0.4862,7,0,1,0,0,0,Putative NAD(P)H nitroreductase mhqN,NONE,P96692,NONE,NONE,NONE
3i4c_D_cavity_2,8,3.89,0.4862,5,1,1,0,1,0,NAD-dependent alcohol dehydrogenase,NONE,P39462,Involved in zinc ion binding,NONE,NONE
2ve7_C_cavity_1,7,3.403,0.4862,5,1,1,0,0,0,Kinetochore protein NDC80 homolog,NONE,O14777,NONE,NONE,NONE
1ikt_A_cavity_1,8,3.888,0.486,7,1,0,0,0,0,Peroxisomal multifunctional enzyme type 2,NONE,P51659,Lipid transport and metabolism,NONE,"Some evidence suggests that NADH might be useful in treating Parkinsons disease, chronic fatigue syndrome, Alzheimers disease and cardiovascular disease."
1kap_P_cavity_1,10,4.856,0.4856,4,0,3,3,0,0,Alkaline metalloproteinase,NONE,Q03023,NONE,NONE,NONE
2rnq_A_cavity_1,8,3.884,0.4855,8,0,0,0,0,0,General transcription factor IIE subunit 1,NONE,P29083,NONE,NONE,NONE
2lh5_A_cavity_1,8,3.883,0.4853,6,1,0,0,1,0,Leghemoglobin-2,NONE,P02240,Cell motility,NONE,NONE
2vtq_A_cavity_1,7,3.396,0.4851,6,1,0,0,0,0,Cell division protein kinase 2,NONE,P24941,Involved in protein kinase activity,NONE,NONE
3prc_M_cavity_6,7,3.393,0.4847,5,2,0,0,0,0,Photosynthetic reaction center cytochrome c subunit,NONE,P07173,NONE,NONE,NONE
2hzt_C_cavity_1,7,3.391,0.4844,6,0,1,0,0,0,Uncharacterized HTH-type transcriptional regulator ytcD,NONE,O34533,NONE,NONE,NONE
1sfr_C_cavity_1,8,3.871,0.4839,4,2,1,0,1,0,Antigen 85-A,NONE,P0A4V2,NONE,NONE,NONE
1wf0_A_cavity_1,7,3.386,0.4838,6,0,1,0,0,0,TAR DNA-binding protein 43,NONE,Q13148,NONE,NONE,NONE
1ch4_A_cavity_1,9,4.353,0.4837,7,0,1,0,1,0,Hemoglobin subunit beta,OXYGEN TRANSPORT,HBB_HUMAN,"Involved in oxygen transport from the lung to the various peripheral tissues.;LVV-hemorphin-7 potentiates the activity of bradykinin, causing a decrease in blood pressure.","Defects in HBB may be a cause of Heinz body anemias [MIM:140700]. This is a form of non-spherocytic hemolytic anemia of Dacie type 1. After splenectomy, which has little benefit, basophilic inclusions called Heinz bodies are demonstrable in the erythrocytes. Before splenectomy, diffuse or punctate basophilia may be evident. Most of these cases are probably instances of hemoglobinopathy. The hemoglobin demonstrates heat lability. Heinz bodies are observed also with the Ivemark syndrome (asplenia with cardiovascular anomalies) and with glutathione peroxidase deficiency.;Defects in HBB are the cause of beta-thalassemia [MIM:141900, 604131]. The thalassemias are the most common monogenic diseases and occur mostly in Mediterranean and Southeast Asian populations. The hallmark of beta-thalassemia is an imbalance in globin-chain production in the adult HbA molecule. Absence of beta chain causes beta(0)-thalassemia, while reduced amounts of detectable beta globin causes beta(+)-thalassemia. In the severe forms of beta-thalassemia, the excess alpha globin chains accumulate in the developing erythroid precursors in the marrow. Their deposition leads to a vast increase in erythroid apoptosis that in turn causes ineffective erythropoiesis and severe microcytic hypochromic anemia. Clinically, beta-thalassemia is divided into thalassemia major (transfusion dependent), thalassemia intermedia (of intermediate severity), and thalassemia minor (asymptomatic).;Defects in HBB are the cause of sickle cell anemia [MIM:603903]; also known as sickle cell disease. Sickle cell anemia is characterized by abnormally shaped red cells resulting in chronic anemia and periodic episodes of pain, serious infections and damage to vital organs. Normal red blood cells are round and flexible and flow easily through blood vessels, but in sickle cell anemia, the abnormal hemoglobin (called Hb S) causes red blood cells to become stiff. They are C-shaped and resembles a sickle. These stiffer red blood cells can led to microvascular occlusion thus cutting off the blood supply to nearby tissues.;Defects in HBB are the cause of dominant beta-thalassemia inclusion body type [MIM:603902]. This form of beta-thalassemia is transmitted in an autosomal dominant fashion and is characterized by anemia, enlargement of the spleen, and gross abnormalities of the erythrocytes and their precursors.",NONE
2jel_H_cavity_1,8,3.869,0.4837,6,0,2,0,0,0,Phosphocarrier protein HPr,NONE,P0AA04,NONE,NONE,NONE
2pmz_A_cavity_7,9,4.353,0.4836,7,1,1,0,0,0,DNA-directed RNA polymerase subunit A,NONE,Q980R2,NONE,NONE,NONE
2obx_H_cavity_1,9,4.351,0.4835,5,3,0,0,1,0,"6,7-dimethyl-8-ribityllumazine synthase 1",NONE,Q986N2,NONE,NONE,NONE
2iwg_E_cavity_1,10,4.834,0.4834,4,0,3,3,0,0,52 kDa Ro protein,IMMUNOGLOBULIN DOMAIN,RO52_HUMAN,"Ribonucleoprotein particle composed of a single polypeptide and one of four small RNA molecules. It is present in all mammalian cells studied but has no known function. At least two isoforms are present in nucleated and red blood cells, and tissue specifi",Sera from patients with systemic lupus erythematosus (SLE) or primary Sjoegren syndrome often contain antibodies that react with normal cellular RO protein as if this antigen was foreign.,NONE
1tvm_A_cavity_1,7,3.382,0.4831,7,0,0,0,0,0,Galactitol-specific phosphotransferase enzyme IIB component,NONE,P0A436,NONE,NONE,NONE
1ouu_B_cavity_1,8,3.864,0.483,5,0,1,0,2,0,Hemoglobin subunit alpha-1,NONE,P02019,NONE,NONE,NONE
2o8c_B_cavity_6,16,7.726,0.4829,10,2,1,3,0,0,DNA mismatch repair protein Msh2,NONE,P43246,NONE,NONE,NONE
1q90_B_cavity_1,8,3.86,0.4825,8,0,0,0,0,0,Apocytochrome f,NONE,P23577,Involved in iron ion binding,NONE,NONE
2eey_A_cavity_1,9,4.333,0.4815,5,0,1,2,1,0,Molybdenum cofactor biosynthesis protein C,NONE,Q5L3F4,NONE,NONE,NONE
2e7n_A_cavity_1,9,4.332,0.4813,5,0,3,0,1,0,Bromodomain-containing protein 3,NONE,Q15059,NONE,NONE,NONE
2zfd_A_cavity_2,11,5.293,0.4812,8,0,1,2,0,0,Calcineurin B-like protein 2,NONE,Q8LAS7,NONE,NONE,NONE
2f6h_X_cavity_1,10,4.81,0.481,8,2,0,0,0,0,Myosin-2,NONE,P19524,NONE,NONE,NONE
3i4z_B_cavity_1,8,3.841,0.4802,7,1,0,0,0,0,Tryptophan dimethylallyltransferase,NONE,Q50EL0,NONE,NONE,NONE
1vc4_B_cavity_2,8,3.841,0.4801,4,1,1,1,1,0,Indole-3-glycerol phosphate synthase,NONE,P84126,Involved in indole-3-glycerol-phosphate synthase activity,NONE,NONE
2rov_A_cavity_1,9,4.319,0.4799,6,1,2,0,0,0,Rho-associated protein kinase 2,NONE,Q62868,NONE,NONE,NONE
1ihf_A_cavity_1,11,5.276,0.4796,11,0,0,0,0,0,Integration host factor subunit alpha,NONE,P0A6X7,NONE,NONE,NONE
2ysw_C_cavity_1,8,3.835,0.4794,4,2,0,1,1,0,3-dehydroquinate dehydratase,NONE,O66440,NONE,NONE,NONE
1vip_A_cavity_1,9,4.312,0.4791,6,1,1,1,0,0,Phospholipase A2 RVV-VD,NONE,P81458,NONE,NONE,NONE
2k2q_A_cavity_1,8,3.83,0.4787,5,0,2,1,0,0,Tyrocidine synthetase 3,NONE,O30409,NONE,NONE,NONE
2zbk_C_cavity_1,9,4.306,0.4785,5,2,0,1,1,0,Type II DNA topoisomerase VI subunit A,NONE,O05208,NONE,NONE,NONE
1b80_A_cavity_1,9,4.305,0.4784,5,1,1,0,2,0,Ligninase H8,NONE,P06181,Involved in peroxidase activity,NONE,NONE
2c2c_A_cavity_1,9,4.296,0.4773,6,1,1,0,1,0,Cytochrome c2,NONE,P0C189,NONE,NONE,NONE
1n1c_A_cavity_4,10,4.77,0.477,6,2,1,0,1,0,Chaperone protein torD,NONE,O87949,"Involved in the biogenesis of torA. Acts on torA before the insertion of the molybdenum cofactor and, as a result, probably favors a conformation of the apoenzyme that is competent for acquiring the cofactor",NONE,NONE
1f3u_A_cavity_1,9,4.292,0.4768,8,0,1,0,0,0,General transcription factor IIF subunit 2,NONE,P13984,NONE,NONE,NONE
1faw_D_cavity_1,8,3.811,0.4764,6,0,0,0,2,0,Hemoglobin subunit alpha-A,NONE,P01989,NONE,NONE,NONE
1tu8_A_cavity_1,11,5.24,0.4763,6,1,1,0,3,0,Glutathione S-transferase 2,NONE,P46427,Involved in glutathione transferase activity,NONE,NONE
1ehw_A_cavity_1,8,3.809,0.4761,4,1,1,1,1,0,"Nucleoside diphosphate kinase, mitochondrial",NONE,O00746,NONE,NONE,NONE
2ldx_C_cavity_1,8,3.795,0.4744,5,0,2,1,0,0,L-lactate dehydrogenase C chain,NONE,P00342,NONE,NONE,NONE
1zs6_A_cavity_1,9,4.267,0.4741,5,1,1,0,2,0,Nucleoside diphosphate kinase 3,TRANSFERASE,NDK3_HUMAN,"Major role in the synthesis of nucleoside triphosphates other than ATP. The ATP gamma phosphate is transferred to the NDP beta phosphate via a ping-pong mechanism, using a phosphorylated active-site intermediate. Probably has a role in normal hematopoiesi",NONE,NONE
2hzp_A_cavity_1,9,4.263,0.4737,3,0,3,3,0,0,Kynureninase,NONE,Q16719,NONE,NONE,NONE
1nec_A_cavity_1,10,4.734,0.4734,8,1,0,0,1,0,Oxygen-insensitive NAD(P)H nitroreductase,NONE,Q01234,Involved in oxidoreductase activity,NONE,NONE
1tl6_A_cavity_1,10,4.733,0.4733,10,0,0,0,0,0,10 kDa anti-sigma factor,NONE,P32267,NONE,NONE,NONE
3ezt_B_cavity_1,8,3.782,0.4728,5,1,1,0,1,0,Histone deacetylase 8,NONE,Q9BY41,Chromatin structure and dynamics,NONE,"For the treatment of cutaneous manifestations in patients with cutaneous T-cell lymphoma who have progressive, persistent or recurrent disease on or following two systemic therapies."
1mjo_C_cavity_1,8,3.782,0.4728,6,0,2,0,0,0,Met repressor,NONE,P0A8U6,NONE,NONE,NONE
1g3m_B_cavity_1,8,3.779,0.4724,6,0,1,0,1,0,Estrogen sulfotransferase,TRANSFERASE,ST1E1_HUMAN,"May control the level of the estrogen receptor by sulfurylating free estradiol. Maximally sulfates beta-estradiol and estrone at concentrations of 20 nM. Also sulfates dehydroepiandrosterone, pregnenolone, ethinylestradiol, equalenin, diethylstilbesterol",NONE,NONE
2hi7_B_cavity_2,8,3.779,0.4724,7,0,1,0,0,0,Thio,NONE,P0AEG4,NONE,NONE,NONE
2vag_A_cavity_3,9,4.249,0.4721,4,1,2,2,0,0,Dual specificity protein kinase CLK1,TRANSFERASE,CLK1_HUMAN,"Phosphorylates serine- and arginine-rich (SR) proteins of the spliceosomal complex may be a constituent of a network of regulatory mechanisms that enable SR proteins to control RNA splicing. Phosphorylates serines, threonines and tyrosines (By similarity)",NONE,Toxicity;Metabolic disorder;Neurodegenerative disease;Cancer;Cardiovascular disease
1dnv_A_cavity_1,9,4.242,0.4713,7,1,0,0,1,0,Coat protein VP1/VP2/VP3/VP4,NONE,Q90125,NONE,NONE,NONE
2wgh_A_cavity_4,12,5.646,0.4705,6,2,2,2,0,0,Ribonucleoside-diphosphate reductase large subunit,NONE,P23921,NONE,NONE,NONE
1k4w_A_cavity_2,8,3.761,0.4701,6,2,0,0,0,0,Nuclear receptor ROR-beta,NONE,P45446,"Nuclear receptor that binds DNA as a monomer to ROR response elements (RORE) containing a single core motif half-site 5'-AGGTCA-3' preceded by a short A-T-rich sequence. Considered to have intrinsic transcriptional activity, have some natural ligands such as all-trans retinoic acid (ATRA) and other retinoids which act as inverse agonists repressing the transcriptional activity. Required for normal postnatal development of rod and cone photoreceptor cells. Modulates rod photoreceptors differentiation at least by inducing the transcription factor NRL-mediated pathway. In cone photoreceptor cells, regulates transcription of OPN1SW. Involved in the regulation of the period length and stability of the circadian rhythm. May control cytoarchitectural patterning of neocortical neurons during development. May act in a dose-dependent manner to regulate barrel formation upon innervation of layer IV neurons by thalamocortical axons. May play a role in the suppression of osteoblastic differentiation through the inhibition of RUNX2 transcriptional activity.",NONE,NONE
2pm7_C_cavity_2,9,4.23,0.47,9,0,0,0,0,0,Protein transport protein SEC31,NONE,P38968,NONE,NONE,NONE
1k5g_K_cavity_1,8,3.76,0.47,3,3,0,0,2,0,GTP-binding nuclear protein Ran,SIGNALING PROTEIN/SIGNALING ACTIVATOR,RAN_HUMAN,GTP-binding protein involved in nucleocytoplasmic transport. Required for the import of protein into the nucleus and also for RNA export. Involved in chromatin condensation and control of cell cycle (By similarity).;Enhances AR-mediated transactivation. Transactivation decreases as the poly-Gln length within AR increases.,NONE,NONE
3bw7_A_cavity_2,9,4.229,0.4699,6,1,1,1,0,0,Cytokinin dehydrogenase 1,NONE,Q9T0N8,Involved in oxidoreductase activity,NONE,NONE
1s6d_A_cavity_1,8,3.754,0.4693,5,0,2,0,1,0,Albumin-8,NONE,P23110,NONE,NONE,NONE
2f9d_B_cavity_1,9,4.221,0.469,8,1,0,0,0,0,Pre-mRNA branch site protein p14,NONE,Q9Y3B4,NONE,NONE,NONE
1v7m_H_cavity_1,8,3.752,0.469,5,0,2,1,0,0,Thrombopoietin,NONE,P40225,NONE,NONE,NONE
2bfu_L_cavity_2,8,3.742,0.4678,7,0,1,0,0,0,RNA2 polyprotein,NONE,P03599,NONE,NONE,NONE
3gar_A_cavity_1,9,4.199,0.4666,6,1,0,1,1,0,Phosphoribosylglycinamide formyltransferase,NONE,P08179,Nucleotide transport and metabolism,NONE,NONE
2pyt_B_cavity_1,8,3.731,0.4663,3,0,3,2,0,0,Ethanolamine utilization protein eutQ,NONE,Q9ZFV5,NONE,NONE,NONE
1ith_B_cavity_1,8,3.726,0.4657,6,1,0,0,1,0,Hemoglobin F-I,NONE,P06148,NONE,NONE,NONE
1ieb_A_cavity_2,9,4.189,0.4655,7,0,2,0,0,0,"H-2 class II histocompatibility antigen, E-D alpha chain",NONE,P01904,NONE,NONE,NONE
1wxr_A_cavity_3,8,3.723,0.4653,6,1,1,0,0,0,Hemoglobin-binding protease hbp,NONE,O88093,NONE,NONE,NONE
1gtt_C_cavity_2,8,3.722,0.4653,3,1,2,2,0,0,Homoprotocatechuate catabolism bifunctional isomerase/decarboxylase,NONE,P37352,NONE,NONE,NONE
1y0g_A_cavity_1,10,4.651,0.4651,10,0,0,0,0,0,Protein yceI,NONE,P0A8X2,NONE,NONE,NONE
2pah_B_cavity_3,11,5.115,0.465,5,0,3,3,0,0,Phenylalanine-4-hydroxylase,HYDROXYLASE,PH4H_HUMAN,NONE,"Defects in PAH are the cause of phenylketonuria (PKU) [MIM:261600]. PKU is an autosomal recessive inborn error of phenylalanine metabolism, due to severe phenylalanine hydroxylase deficiency. It is characterized by blood concentrations of phenylalanine persistently above 1200 mumol (normal concentration 100 mumol) which usually causes mental retardation (unless low phenylalanine diet is introduced early in life). They tend to have light pigmentation, rashes similar to eczema, epilepsy, extreme hyperactivity, psychotic states and an unpleasant mousy odor.;Defects in PAH are the cause of non-phenylketonuria hyperphenylalaninemia (Non-PKU HPA) [MIM:261600]. Non-PKU HPA is a mild form of phenylalanine hydroxylase deficiency characterized by phenylalanine levels persistently below 600 mumol, which allows normal intellectual and behavioral development without treatment. Non-PKU HPA is usually caused by the combined effect of a mild hyperphenylalaninemia mutation and a severe one.;Defects in PAH are the cause of hyperphenylalaninemia (HPA) [MIM:261600]. HPA is the mildest form of phenylalanine hydroxylase deficiency.",Phenylketonuria;Sickle cell anemia;Vascular disease;Genetic disorder;Diabetic nephropathy;Hypertension;Ataxia;Peripheral arterial occlusive disease;Coronary artery disease
1nox_A_cavity_1,8,3.717,0.4646,7,1,0,0,0,0,NADH dehydrogenase,NONE,Q60049,Involved in oxidoreductase activity,NONE,NONE
2khn_A_cavity_1,9,4.175,0.4639,6,1,1,0,1,0,Intersectin-1,NONE,Q15811,NONE,NONE,NONE
2r6w_A_cavity_1,8,3.706,0.4632,4,1,1,2,0,0,Estrogen receptor,TRANSCRIPTION,ESR1_HUMAN,Nuclear hormone receptor. The steroid hormones and their receptors are involved in the regulation of eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues.,NONE,Melanoma;Brain tumor;Inflammation;Myocardial infarction;Fibrosis;Brain ischemia;Psoriasis;Rheumatoid arthritis;Retinitis pigmentosa;Atherosclerosis;Genitourinary disease;Breast disease;Atrophy;Crohns disease;Testosterone deficiency;Uterine fibroids;Fibrocystic breast disease;Arthralgia;Prostatitis;Prostate hyperplasia;Inflammatory bowel disease;Solid tumor;Gynecological disorder;Vascular disease;Contraception;Cancer;Sepsis;Hypercholesterolemia;Neurological disease;Ataxia;Cognitive disorder;Osteoporosis;Gynecomastia;Major depressive disorder;Acne;Female contraception;Dysmenorrhea;Neoplasm;Central nervous system disease;Multiple sclerosis;Alcoholism;Lacrimal gland disease;Carcinoma;Cardiovascular disease;Menopause;Unidentified indication;Alzheimers disease;Breast tumor;Scar tissue;Hyperlipidemia;Postmenopausal osteoporosis;Papillomavirus infection;Ovary tumor;Prostate tumor;Adrenal disease;Urinary dysfunction;Estrogen deficiency;Endometriosis;Hormone deficiency;Musculoskeletal disease;Glioma;Vagina disease;Non-small-cell lung cancer;Parkinsons disease;Uterus tumor;Psychiatric disorder
1pn9_A_cavity_1,8,3.705,0.4632,6,0,0,2,0,0,"Glutathione S-transferase 1, isoform D",NONE,Q93113,"Posttranslational modification, protein turnover, chaperones",NONE,NONE
1wdm_D_cavity_1,9,4.167,0.463,7,1,0,0,1,0,Fatty acid oxidation complex subunit alpha,NONE,P28793,NONE,NONE,NONE
2c0g_B_cavity_1,9,4.165,0.4628,7,1,1,0,0,0,Protein windbeutel,NONE,O44342,NONE,NONE,NONE
1uhi_B_cavity_1,10,4.627,0.4627,5,1,2,0,2,0,Aequorin-2,NONE,P02592,Involved in calcium ion binding,NONE,NONE
2d3a_I_cavity_1,10,4.624,0.4624,7,1,1,0,1,0,Glutamine synthetase root isozyme 3,NONE,P38561,NONE,NONE,NONE
1cq4_A_cavity_1,10,4.621,0.4621,7,2,1,0,0,0,Subtilisin-chymotrypsin inhibitor-2A,NONE,P01053,NONE,NONE,NONE
2qgh_A_cavity_1,9,4.157,0.4619,4,2,1,1,1,0,Diaminopimelate decarboxylase,NONE,P56129,NONE,NONE,NONE
2pp4_A_cavity_1,8,3.694,0.4617,6,1,1,0,0,0,Protein CBFA2T1,TRANSCRIPTION,MTG8_HUMAN,Transcription regulator that excerts its function by binding to histone deacetylases and transcription factors. Can repress transactivation mediated by TCF12.,A chromosomal aberration involving RUNX1T1 is a cause of acute myeloid leukemia (AML-M2). Translocation t(8;21)(q22;q22) with RUNX1/AML1.;Defects in RUNX1T1 may be a cause of colorectal cancer (CRC) [MIM:114500].,NONE
1k0h_A_cavity_1,17,7.845,0.4615,6,2,3,6,0,0,Tail attachment protein,NONE,P03714,NONE,NONE,NONE
2uy8_A_cavity_2,9,4.153,0.4614,9,0,0,0,0,0,Oxalate decarboxylase oxdC,NONE,O34714,Involved in nutrient reservoir activity,NONE,NONE
1zw7_A_cavity_1,9,4.145,0.4605,7,1,1,0,0,0,Ubiquitin,NONE,P61864,NONE,NONE,NONE
1o68_A_cavity_1,9,4.144,0.4605,5,0,2,2,0,0,3-methyl-2-oxobutanoate hydroxymethyltransferase,NONE,Q9JZW6,"Catalyzes the reversible reaction in which hydroxymethyl group from 5,10-methylenetetrahydrofolate is tranferred onto alpha-ketoisovalerate to form ketopantoate.",NONE,NONE
1zpu_E_cavity_1,8,3.684,0.4605,4,0,3,1,0,0,Iron transport multicopper oxidase FET3,NONE,P38993,NONE,NONE,NONE
2yuf_A_cavity_2,8,3.684,0.4605,7,0,1,0,0,0,NGFI-A-binding protein 1,NONE,Q13506,NONE,NONE,NONE
2p5d_A_cavity_1,8,3.676,0.4595,5,2,1,0,0,0,UPF0310 protein MJECL36,NONE,Q60257,NONE,NONE,NONE
2qzx_B_cavity_1,24,11.02,0.4591,8,2,6,7,1,0,Candidapepsin-5,NONE,P43094,NONE,NONE,NONE
1wil_A_cavity_1,17,7.772,0.4572,8,1,4,4,0,0,Protein KIAA1045,NONE,Q9UPV7,NONE,NONE,NONE
1ua4_A_cavity_1,9,4.11,0.4567,3,1,2,2,1,0,ADP-dependent glucokinase,NONE,Q9V2Z6,Involved in phosphofructokinase activity,NONE,NONE
1s6i_A_cavity_3,8,3.653,0.4566,7,0,1,0,0,0,Calcium-dependent protein kinase SK5,NONE,P28583,NONE,NONE,NONE
1ggw_A_cavity_1,8,3.647,0.4559,7,0,1,0,0,0,Myosin regulatory light chain cdc4,NONE,Q09196,NONE,NONE,NONE
1sqi_B_cavity_2,8,3.647,0.4558,7,0,1,0,0,0,4-hydroxyphenylpyruvate dioxygenase,NONE,P32754,Amino acid transport and metabolism,NONE,Used as an adjunct to dietary restriction of tyrosine and phenylalanine in the treatment of hereditary tyrosinemia type 1.
1kmh_A_cavity_3,8,3.646,0.4557,6,0,2,0,0,0,"ATP synthase subunit alpha, chloroplastic",NONE,P06450,NONE,NONE,NONE
3f5c_A_cavity_1,10,4.554,0.4554,9,0,1,0,0,0,Nuclear receptor subfamily 5 group A member 2,NONE,P45448,NONE,NONE,NONE
1eoh_G_cavity_1,8,3.642,0.4552,6,0,2,0,0,0,Glutathione S-transferase P,TRANSFERASE,GSTP1_HUMAN,Conjugation of reduced glutathione to a wide number of exogenous and endogenous hydrophobic electrophiles.,NONE,NONE
