From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length
P31658,P31658,reviewed,HCHA_ECOLI,Protein/nucleic acid deglycase 1 (EC 3.1.2.-) (EC 3.5.1.-) (EC 3.5.1.124) (Glyoxalase III) (EC 4.2.1.130) (Holding molecular chaperone) (Hsp31) (Maillard deglycase),hchA yedU yzzC b1967 JW1950,Escherichia coli (strain K12),283
GSTT2_HUMAN,P0CG30,reviewed,GSTT2_HUMAN,Glutathione S-transferase theta-2B (EC 2.5.1.18) (Glutathione S-transferase theta-2) (GST class-theta-2),GSTT2B GSTT2,Homo sapiens (Human),244
Q62651,Q62651,reviewed,ECH1_RAT,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial (EC 5.3.3.-)",Ech1,Rattus norvegicus (Rat),327
Q9HBH1,Q9HBH1,reviewed,DEFM_HUMAN,"Peptide deformylase, mitochondrial (EC 3.5.1.88) (Polypeptide deformylase)",PDF PDF1A,Homo sapiens (Human),243
P19658,P19658,reviewed,EXO70_YEAST,Exocyst complex component EXO70 (Exocyst complex protein of 70 kDa),EXO70 YJL085W J0932,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),623
P47076,P47076,reviewed,RPC9_YEAST,DNA-directed RNA polymerase III subunit RPC9 (RNA polymerase III subunit C9) (RNA polymerase III subunit C17),RPC17 YJL011C J1349,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),161
Q9X0A2,Q9X0A2,unreviewed,Q9X0A2_THEMA,"Oxidoreductase, aldo/keto reductase family",TM_1009,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),286
Q29451,Q29451,reviewed,MA2B1_BOVIN,Lysosomal alpha-mannosidase (Laman) (EC 3.2.1.24) (Lysosomal acid alpha-mannosidase) (Mannosidase alpha class 2B member 1) (Mannosidase alpha-B) [Cleaved into: Lysosomal alpha-mannosidase A peptide; Lysosomal alpha-mannosidase B peptide; Lysosomal alpha-mannosidase C peptide; Lysosomal alpha-mannosidase D peptide; Lysosomal alpha-mannosidase E peptide],MAN2B1 MANB,Bos taurus (Bovine),999
Q58924,Q58924,reviewed,OGT_METJA,Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63) (6-O-methylguanine-DNA methyltransferase) (MGMT) (O-6-methylguanine-DNA-alkyltransferase),ogt MJ1529,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii),167
P40136,P40136,reviewed,CYAA_BACAN,Calmodulin-sensitive adenylate cyclase (EC 4.6.1.1) (ATP pyrophosphate-lyase) (Adenylyl cyclase) (Anthrax edema toxin adenylate cyclase component) (Edema factor) (EF),cya pXO1-122 BXA0141 GBAA_pXO1_0142,Bacillus anthracis,800
P16088,P16088,reviewed,POL_FIVPE,Pol polyprotein [Cleaved into: Protease (Retropepsin) (EC 3.4.23.-); Reverse transcriptase/ribonuclease H (RT) (EC 2.7.7.49) (EC 3.1.26.13) (Exoribonuclease H) (EC 3.1.13.2); Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23); Integrase (IN) (EC 2.7.7.-) (EC 3.1.-.-)],pol,Feline immunodeficiency virus (isolate Petaluma) (FIV),1124
P47229,P47229,reviewed,BPHD_PARXL,"2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase (HOPDA hydrolase) (EC 3.7.1.8) (2,6-dioxo-6-phenylhexa-3-enoate hydrolase)",bphD Bxeno_C1120 Bxe_C1186,Paraburkholderia xenovorans (strain LB400),286
P37747,P37747,reviewed,GLF_ECOLI,UDP-galactopyranose mutase (UGM) (EC 5.4.99.9) (UDP-GALP mutase) (Uridine 5-diphosphate galactopyranose mutase),glf yefE b2036 JW2021,Escherichia coli (strain K12),367
P30793,P30793,reviewed,GCH1_HUMAN,GTP cyclohydrolase 1 (EC 3.5.4.16) (GTP cyclohydrolase I) (GTP-CH-I),GCH1 DYT5 GCH,Homo sapiens (Human),250
P39126,P39126,reviewed,IDH_BACSU,Isocitrate dehydrogenase [NADP] (IDH) (EC 1.1.1.42) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase),icd citC BSU29130,Bacillus subtilis (strain 168),423
Q9P2J5,Q9P2J5,reviewed,SYLC_HUMAN,"Leucine--tRNA ligase, cytoplasmic (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS) (cLRS)",LARS1 KIAA1352 LARS,Homo sapiens (Human),1176
Q8F4I0,Q8F4I0,reviewed,METXA_LEPIN,Homoserine O-acetyltransferase (HAT) (EC 2.3.1.31) (Homoserine transacetylase) (HTA),metXA LA_2061,Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601),366
P54370,P54370,reviewed,OAZ1_RAT,Ornithine decarboxylase antizyme 1 (ODC-Az),Oaz1 Oaz,Rattus norvegicus (Rat),227
Q56222,Q56222,reviewed,NQO1_THET8,NADH-quinone oxidoreductase subunit 1 (EC 7.1.1.-) (NADH dehydrogenase I chain 1) (NDH-1 subunit 1),nqo1 TTHA0089,Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8),438
VTDB_HUMAN,P02774,reviewed,VTDB_HUMAN,Vitamin D-binding protein (DBP) (VDB) (Gc protein-derived macrophage activating factor) (Gc-MAF) (GcMAF) (Gc-globulin) (Group-specific component) (Gc) (Vitamin D-binding protein-macrophage activating factor) (DBP-maf),GC,Homo sapiens (Human),474
P0A7A0,P0A7A0,reviewed,PGK_ECOL6,Phosphoglycerate kinase (EC 2.7.2.3),pgk c3504,Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC),387
O76071,O76071,reviewed,CIAO1_HUMAN,Probable cytosolic iron-sulfur protein assembly protein CIAO1 (WD repeat-containing protein 39),CIAO1 CIA1 WDR39,Homo sapiens (Human),339
P02586,P02586,reviewed,TNNC2_RABIT,"Troponin C, skeletal muscle",TNNC2,Oryctolagus cuniculus (Rabbit),160
P61713,P61713,reviewed,RISB2_BRUSU,"6,7-dimethyl-8-ribityllumazine synthase 2 (DMRL synthase 2) (LS 2) (Lumazine synthase 2) (EC 2.5.1.78)",ribH2 ribH-2 BRA0695 BS1330_II0688,Brucella suis biovar 1 (strain 1330),158
Q8CWX6,Q8CWX6,reviewed,METE_STRMU,"5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14) (Cobalamin-independent methionine synthase) (Methionine synthase, vitamin-B12 independent isozyme)",metE SMU_873,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),745
P23007,P23007,reviewed,CISY_CHICK,"Citrate synthase, mitochondrial (EC 2.3.3.1) (Citrate (Si)-synthase)",CS,Gallus gallus (Chicken),433
P04164,P04164,reviewed,CY552_THETH,Cytochrome c-552 (Cytochrome c552),cycA,Thermus thermophilus,131
Q57840,Q57840,reviewed,RPO7_METJA,DNA-directed RNA polymerase subunit Rpo7 (EC 2.7.7.6) (DNA-directed RNA polymerase subunit E) (mjE) (DNA-directed RNA polymerase subunit E'),rpo7 rpoE rpoE1 MJ0397,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii),187
P13053,P13053,reviewed,VDR_RAT,"Vitamin D3 receptor (VDR) (1,25-dihydroxyvitamin D3 receptor) (Nuclear receptor subfamily 1 group I member 1)",Vdr Nr1i1,Rattus norvegicus (Rat),423
O31562,O31562,reviewed,YFIT_BACSU,Putative metal-dependent hydrolase YfiT (EC 3.-.-.-),yfiT BSU08390,Bacillus subtilis (strain 168),178
O34656,O34656,reviewed,COTI_BACSU,Spore coat protein I,cotI ytaA BSU30920,Bacillus subtilis (strain 168),357
Q9KZR7,Q9KZR7,unreviewed,Q9KZR7_STRCO,Cytochrome P450,SCO2884 SCE6.21,Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145),408
P60911,P60911,reviewed,SYH_STAAU,Histidine--tRNA ligase (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS),hisS,Staphylococcus aureus,420
Q9GV41,Q9GV41,reviewed,PGFS_TRYBB,"9,11-endoperoxide prostaglandin H2 reductase (EC 1.1.1.-) (Prostaglandin F2-alpha synthase)",,Trypanosoma brucei brucei,276
P0A6L2,P0A6L2,reviewed,DAPA_ECOLI,4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7),dapA b2478 JW2463,Escherichia coli (strain K12),292
P71086,P71086,reviewed,PERR_BACSU,Peroxide operon regulator,perR ygaG BSU08730,Bacillus subtilis (strain 168),145
O67680,O67680,reviewed,RSMA_AQUAE,"Ribosomal RNA small subunit methyltransferase A (EC 2.1.1.182) (16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase) (16S rRNA dimethyladenosine transferase) (16S rRNA dimethylase) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase)",rsmA ksgA aq_1816,Aquifex aeolicus (strain VF5),248
P46852,P46852,reviewed,YHHW_ECOLI,"Quercetin 2,3-dioxygenase (Quercetinase) (EC 1.13.11.24) (Pirin-like protein YhhW)",yhhW b3439 JW3402,Escherichia coli (strain K12),231
P24473,P24473,reviewed,GSTK1_RAT,Glutathione S-transferase kappa 1 (EC 2.5.1.18) (GST 13-13) (GST class-kappa) (GSTK1-1) (rGSTK1) (Glutathione S-transferase subunit 13),Gstk1,Rattus norvegicus (Rat),226
Q5L2A5,Q5L2A5,reviewed,Y640_GEOKA,UPF0342 protein GK0640,GK0640,Geobacillus kaustophilus (strain HTA426),119
B3GA2_HUMAN,Q9NPZ5,reviewed,B3GA2_HUMAN,"Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 2 (EC 2.4.1.135) (Beta-1,3-glucuronyltransferase 2) (GlcAT-D) (UDP-glucuronosyltransferase S) (GlcAT-S) (Glucuronosyltransferase S)",B3GAT2 GLCATS KIAA1963,Homo sapiens (Human),323
P24092,P24092,reviewed,HMWC_NITV2,High-molecular-weight cytochrome c (Cytochrome CC3),hmcA hmc DVU_0536,Nitratidesulfovibrio vulgaris (strain ATCC 29579 / DSM 644 / CCUG 34227 / NCIMB 8303 / VKM B-1760 / Hildenborough) (Desulfovibrio vulgaris),545
Q8NFH8,Q8NFH8,reviewed,REPS2_HUMAN,RalBP1-associated Eps domain-containing protein 2 (Partner of RalBP1) (RalBP1-interacting protein 2),REPS2 POB1,Homo sapiens (Human),660
P51981,P51981,reviewed,AEEP_ECOLI,L-Ala-D/L-Glu epimerase (AE epimerase) (AEE) (EC 5.1.1.20),ycjG ycjH b1325 JW1318,Escherichia coli (strain K12),321
Q96IZ5,Q96IZ5,reviewed,RBM41_HUMAN,RNA-binding protein 41 (RNA-binding motif protein 41),RBM41,Homo sapiens (Human),413
Q44185,Q44185,reviewed,DCAS_RHIRD,N-carbamoyl-D-amino acid hydrolase (EC 3.5.1.77) (D-N-alpha-carbamilase),,Rhizobium radiobacter (Agrobacterium tumefaciens) (Agrobacterium radiobacter),304
P61023,P61023,reviewed,CHP1_RAT,Calcineurin B homologous protein 1 (Calcineurin B-like protein) (Calcium-binding protein CHP) (Calcium-binding protein p22) (EF-hand calcium-binding domain-containing protein p22),Chp1 Chp,Rattus norvegicus (Rat),195
P03049,P03049,reviewed,RMNT_BPP22,Regulatory protein mnt,mnt,Salmonella phage P22 (Bacteriophage P22),83
P05414,P05414,reviewed,GOX_SPIOL,Glycolate oxidase (GAO) (GOX) (EC 1.1.3.15) (Short chain alpha-hydroxy acid oxidase),,Spinacia oleracea (Spinach),369
Q15436,Q15436,reviewed,SC23A_HUMAN,Protein transport protein Sec23A (hSec23A) (SEC23-related protein A),SEC23A,Homo sapiens (Human),765
P01864,P01864,reviewed,GCAB_MOUSE,Ig gamma-2A chain C region secreted form (B allele),,Mus musculus (Mouse),335
CP7A1_HUMAN,P22680,reviewed,CP7A1_HUMAN,Cytochrome P450 7A1 (24-hydroxycholesterol 7-alpha-hydroxylase) (EC 1.14.14.26) (CYPVII) (Cholesterol 7-alpha-hydroxylase) (Cholesterol 7-alpha-monooxygenase) (EC 1.14.14.23),CYP7A1 CYP7,Homo sapiens (Human),504
Q03132,Q03132,reviewed,ERYA2_SACER,"Erythronolide synthase EryA2 (EC 2.3.1.94) (6-deoxyerythronolide B synthase II) (6-deoxyerythronolide-B synthase EryA2, modules 3 and 4) (DEBS 2) (ORF B)",eryA,Saccharopolyspora erythraea (Streptomyces erythraeus),3567
P32947,P32947,reviewed,LIP3_DIURU,Lipase 3 (EC 3.1.1.3) (Cholesterol esterase),LIP3,Diutina rugosa (Yeast) (Candida rugosa),549
P43558,P43558,reviewed,OTU1_YEAST,Ubiquitin thioesterase OTU1 (EC 3.4.19.12) (OTU domain-containing protein 1),OTU1 YFL044C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),301
Q9YC02,Q9YC02,reviewed,RRP4_AERPE,Exosome complex component Rrp4,rrp4 APE_1448,Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1),235
P72077,P72077,reviewed,RSMJ_NEIGO,Ribosomal RNA small subunit methyltransferase J (EC 2.1.1.242) (16S rRNA m2G1516 methyltransferase) (rRNA (guanine-N(2)-)-methyltransferase),rsmJ,Neisseria gonorrhoeae,250
O43252,O43252,reviewed,PAPS1_HUMAN,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1 (PAPS synthase 1) (PAPSS 1) (Sulfurylase kinase 1) (SK 1) (SK1) [Includes: Sulfate adenylyltransferase (EC 2.7.7.4) (ATP-sulfurylase) (Sulfate adenylate transferase) (SAT); Adenylyl-sulfate kinase (EC 2.7.1.25) (3'-phosphoadenosine-5'-phosphosulfate synthase) (APS kinase) (Adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenylylsulfate 3'-phosphotransferase)],PAPSS1 ATPSK1 PAPSS,Homo sapiens (Human),624
FAK2_HUMAN,Q14289,reviewed,FAK2_HUMAN,Protein-tyrosine kinase 2-beta (EC 2.7.10.2) (Calcium-dependent tyrosine kinase) (CADTK) (Calcium-regulated non-receptor proline-rich tyrosine kinase) (Cell adhesion kinase beta) (CAK-beta) (CAKB) (Focal adhesion kinase 2) (FADK 2) (Proline-rich tyrosine kinase 2) (Related adhesion focal tyrosine kinase) (RAFTK),PTK2B FAK2 PYK2 RAFTK,Homo sapiens (Human),1009
PEPD_HUMAN,P12955,reviewed,PEPD_HUMAN,Xaa-Pro dipeptidase (X-Pro dipeptidase) (EC 3.4.13.9) (Imidodipeptidase) (Peptidase D) (Proline dipeptidase) (Prolidase),PEPD PRD,Homo sapiens (Human),493
Q9RZA4,Q9RZA4,reviewed,BPHY_DEIRA,Bacteriophytochrome (EC 2.7.13.3) (Phytochrome-like protein),bphP DR_A0050,Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / CCUG 27074 / LMG 4051 / NBRC 15346 / NCIMB 9279 / VKM B-1422 / R1),755
P04386,P04386,reviewed,GAL4_YEAST,Regulatory protein GAL4,GAL4 YPL248C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),881
ST1A1_HUMAN,P50225,reviewed,ST1A1_HUMAN,Sulfotransferase 1A1 (ST1A1) (EC 2.8.2.1) (Aryl sulfotransferase 1) (HAST1/HAST2) (Phenol sulfotransferase 1) (Phenol-sulfating phenol sulfotransferase 1) (P-PST 1) (ST1A3) (Thermostable phenol sulfotransferase) (Ts-PST),SULT1A1 STP STP1 OK/SW-cl.88,Homo sapiens (Human),295
Q12634,Q12634,reviewed,T4HR_PYRO7,Tetrahydroxynaphthalene reductase (EC 1.1.1.252) (T4HN reductase) (THNR),MGG_02252,Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Magnaporthe oryzae),283
TF_HUMAN,P13726,reviewed,TF_HUMAN,Tissue factor (TF) (Coagulation factor III) (Thromboplastin) (CD antigen CD142),F3,Homo sapiens (Human),295
Q9X1F8,Q9X1F8,reviewed,DER_THEMA,GTPase Der (TmDer) (GTP-binding protein EngA),der engA TM_1446,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),439
O31779,O31779,reviewed,YMCA_BACSU,Uncharacterized protein YmcA,ymcA BSU17020,Bacillus subtilis (strain 168),143
P26038,P26038,reviewed,MOES_HUMAN,Moesin (Membrane-organizing extension spike protein),MSN,Homo sapiens (Human),577
O28471,O28471,reviewed,RIO1_ARCFU,RIO-type serine/threonine-protein kinase Rio1 (AfRio1) (EC 2.7.11.1),rio1 AF_1804,Archaeoglobus fulgidus (strain ATCC 49558 / DSM 4304 / JCM 9628 / NBRC 100126 / VC-16),258
P0ABS8,P0ABS8,reviewed,HOLE_ECOLI,DNA polymerase III subunit theta (EC 2.7.7.7),holE b1842 JW1831,Escherichia coli (strain K12),76
P76273,P76273,reviewed,RSMF_ECOLI,Ribosomal RNA small subunit methyltransferase F (EC 2.1.1.178) (16S rRNA m5C1407 methyltransferase) (rRNA (cytosine-C(5)-)-methyltransferase RsmF),rsmF yebU b1835 JW5301,Escherichia coli (strain K12),479
P0AFL8,P0AFL8,reviewed,PPX_ECO57,Exopolyphosphatase (ExopolyPase) (EC 3.6.1.11),ppx Z3765 ECs3364,Escherichia coli O157:H7,513
P14532,P14532,reviewed,CCPR_PSEAE,Cytochrome c551 peroxidase (CCP) (Cytochrome c peroxidase) (EC 1.11.1.5),ccpA PA4587,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),346
Q8X7H4,Q8X7H4,reviewed,GATZ_ECO57,"D-tagatose-1,6-bisphosphate aldolase subunit GatZ",gatZ Z3258 ECs2898,Escherichia coli O157:H7,420
P95470,P95470,reviewed,ARBA_CELJU,Extracellular exo-alpha-(1->5)-L-arabinofuranosidase ArbA (ABF) (EC 3.2.1.55) (Extracellular arabinan exo-alpha-(1->5)-L-arabinosidase ArbA) (Arabinosidase),arbA,Cellvibrio japonicus (strain Ueda107) (Pseudomonas fluorescens subsp. cellulosa),347
Q9Y316,Q9Y316,reviewed,MEMO1_HUMAN,Protein MEMO1 (C21orf19-like protein) (Hepatitis C virus NS5A-transactivated protein 7) (HCV NS5A-transactivated protein 7) (Mediator of ErbB2-driven cell motility 1) (Mediator of cell motility 1) (Memo-1),MEMO1 C2orf4 MEMO NS5ATP7 CGI-27,Homo sapiens (Human),297
Q9HAT8,Q9HAT8,reviewed,PELI2_HUMAN,E3 ubiquitin-protein ligase pellino homolog 2 (Pellino-2) (EC 2.3.2.27) (RING-type E3 ubiquitin transferase pellino homolog 2),PELI2,Homo sapiens (Human),420
Q58MU6,Q58MU6,reviewed,PEBS_BPPRM,Phycoerythrobilin synthase (EC 1.3.7.6) ((3Z)-phycoerythrobilin:ferredoxin oxidoreductase),pebS PSSM2_058,Prochlorococcus phage P-SSM2,233
P01972,P01972,reviewed,HBA_ODOVI,Hemoglobin subunit alpha-1/2 (Alpha-1/2-globin) (Hemoglobin alpha-1/2 chain),,Odocoileus virginianus virginianus (Virginia white-tailed deer),141
POL_HV1B1,P03366,reviewed,POL_HV1B1,Gag-Pol polyprotein (Pr160Gag-Pol) [Cleaved into: Matrix protein p17 (MA); Capsid protein p24 (CA); Spacer peptide 1 (SP1) (p2); Nucleocapsid protein p7 (NC); Transframe peptide (TF); p6-pol (p6*); Protease (EC 3.4.23.16) (PR) (Retropepsin); Reverse transcriptase/ribonuclease H (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.13) (Exoribonuclease H) (EC 3.1.13.2) (p66 RT); p51 RT; p15; Integrase (IN) (EC 2.7.7.-) (EC 3.1.-.-)],gag-pol,Human immunodeficiency virus type 1 group M subtype B (isolate BH10) (HIV-1),1447
P80404,P80404,reviewed,GABT_HUMAN,"4-aminobutyrate aminotransferase, mitochondrial (EC 2.6.1.19) ((S)-3-amino-2-methylpropionate transaminase) (EC 2.6.1.22) (GABA aminotransferase) (GABA-AT) (Gamma-amino-N-butyrate transaminase) (GABA transaminase) (GABA-T) (L-AIBAT)",ABAT GABAT,Homo sapiens (Human),500
P00326,P00326,reviewed,ADH1G_HUMAN,Alcohol dehydrogenase 1C (EC 1.1.1.1) (Alcohol dehydrogenase subunit gamma),ADH1C ADH3,Homo sapiens (Human),375
Q97ZE7,Q97ZE7,reviewed,SRP54_SACS2,Signal recognition particle 54 kDa protein (SRP54) (EC 3.6.5.4),srp54 SSO0971,Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) (Sulfolobus solfataricus),447
P14633,P14633,reviewed,T2E2_ECOLX,Type II restriction enzyme EcoRII (R.EcoRII) (EC 3.1.21.4) (Endonuclease EcoRII) (Type-2 restriction enzyme EcoRII),ecoRIIR,Escherichia coli,404
CP2R1_HUMAN,Q6VVX0,reviewed,CP2R1_HUMAN,Vitamin D 25-hydroxylase (EC 1.14.14.24) (Cytochrome P450 2R1),CYP2R1,Homo sapiens (Human),501
Q8GBW6,Q8GBW6,reviewed,12S_PROFR,Methylmalonyl-CoA carboxyltransferase 12S subunit (EC 2.1.3.1) (Transcarboxylase 12S subunit),,Propionibacterium freudenreichii subsp. shermanii,524
KC1G2_HUMAN,P78368,reviewed,KC1G2_HUMAN,Casein kinase I isoform gamma-2 (CKI-gamma 2) (EC 2.7.11.1),CSNK1G2 CK1G2,Homo sapiens (Human),415
FABP7_HUMAN,O15540,reviewed,FABP7_HUMAN,"Fatty acid-binding protein, brain (Brain lipid-binding protein) (BLBP) (Brain-type fatty acid-binding protein) (B-FABP) (Fatty acid-binding protein 7) (Mammary-derived growth inhibitor related)",FABP7 BLBP FABPB MRG,Homo sapiens (Human),132
P46939,P46939,reviewed,UTRN_HUMAN,Utrophin (Dystrophin-related protein 1) (DRP-1),UTRN DMDL DRP1,Homo sapiens (Human),3433
VGFR2_HUMAN,P35968,reviewed,VGFR2_HUMAN,Vascular endothelial growth factor receptor 2 (VEGFR-2) (EC 2.7.10.1) (Fetal liver kinase 1) (FLK-1) (Kinase insert domain receptor) (KDR) (Protein-tyrosine kinase receptor flk-1) (CD antigen CD309),KDR FLK1 VEGFR2,Homo sapiens (Human),1356
P05119,P05119,reviewed,IP21_SOLLC,Wound-induced proteinase inhibitor 2 (Wound-induced proteinase inhibitor II),,Solanum lycopersicum (Tomato) (Lycopersicon esculentum),148
Q57837,Q57837,reviewed,Y392_METJA,Zinc metalloprotease MJ0392 (EC 3.4.24.-) (MjS2P) (S2P endopeptidase) (Site-2-type intramembrane protease),MJ0392,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii),339
P00691,P00691,reviewed,AMY_BACSU,"Alpha-amylase (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase)",amyE amyA BSU03040,Bacillus subtilis (strain 168),659
Q92540,Q92540,reviewed,SMG7_HUMAN,Nonsense-mediated mRNA decay factor SMG7 (SMG-7 homolog) (hSMG-7),SMG7 C1orf16 EST1C KIAA0250,Homo sapiens (Human),1137
P64820,P64820,reviewed,MBTK_MYCBO,Lysine N-acyltransferase MbtK (N-acyltransferase MbtK) (EC 2.3.1.-) (Mycobactin synthase protein K),mbtK BQ2027_MB1382C,Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97),210
P56272,P56272,reviewed,PEP2B_GADMO,Pepsin-2B (EC 3.4.23.-) (Pepsin IIB),,Gadus morhua (Atlantic cod),324
P26876,P26876,reviewed,LIP_PSEAE,Triacylglycerol lipase (EC 3.1.1.3) (Extracellular lipase) (Triacylglycerol ester hydrolase),lip lipA PA2862,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),311
P32738,P32738,reviewed,CLAT_RAT,Choline O-acetyltransferase (CHOACTase) (ChAT) (Choline acetylase) (EC 2.3.1.6),Chat,Rattus norvegicus (Rat),640
KPCT_HUMAN,Q04759,reviewed,KPCT_HUMAN,Protein kinase C theta type (EC 2.7.11.13) (nPKC-theta),PRKCQ PRKCT,Homo sapiens (Human),706
P60896,P60896,reviewed,SEM1_HUMAN,26S proteasome complex subunit SEM1 (26S proteasome complex subunit DSS1) (Deleted in split hand/split foot protein 1) (Split hand/foot deleted protein 1) (Split hand/foot malformation type 1 protein),SEM1 C7orf76 DSS1 SHFDG1 SHFM1,Homo sapiens (Human),70
O00206,O00206,reviewed,TLR4_HUMAN,Toll-like receptor 4 (hToll) (CD antigen CD284),TLR4,Homo sapiens (Human),839
Q9ESU6,Q9ESU6,reviewed,BRD4_MOUSE,Bromodomain-containing protein 4 (Mitotic chromosome-associated protein) (MCAP),Brd4 Mcap,Mus musculus (Mouse),1400
Q1LK00,Q1LK00,reviewed,T23O_CUPMC,"Tryptophan 2,3-dioxygenase (TDO) (EC 1.13.11.11) (Tryptamin 2,3-dioxygenase) (Tryptophan oxygenase) (TO) (TRPO) (Tryptophan pyrrolase) (Tryptophanase)",kynA Rmet_2651,Cupriavidus metallidurans (strain ATCC 43123 / DSM 2839 / NBRC 102507 / CH34) (Ralstonia metallidurans),299
O88838,O88838,reviewed,SPSB2_MOUSE,SPRY domain-containing SOCS box protein 2 (SSB-2) (Gene-rich cluster protein C9),Spsb2 Grcc9 Ssb2,Mus musculus (Mouse),264
HLAE_HUMAN,P13747,reviewed,HLAE_HUMAN,"HLA class I histocompatibility antigen, alpha chain E (MHC class I antigen E) [Cleaved into: Soluble HLA class I histocompatibility antigen, alpha chain E (sHLA-E)]",HLA-E HLA-6.2 HLAE,Homo sapiens (Human),358
P45481,P45481,reviewed,CBP_MOUSE,Histone lysine acetyltransferase CREBBP (EC 2.3.1.48) (Protein lactyltransferas CREBBP) (EC 2.3.1.-) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-),Crebbp Cbp,Mus musculus (Mouse),2441
P17213,P17213,reviewed,BPI_HUMAN,Bactericidal permeability-increasing protein (BPI) (CAP 57),BPI,Homo sapiens (Human),487
Q9PM41,Q9PM41,reviewed,AROC_CAMJE,Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase),aroC Cj1634c,Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168),362
Q5HJD7,Q5HJD7,reviewed,LDH1_STAAC,L-lactate dehydrogenase 1 (L-LDH 1) (EC 1.1.1.27),ldh1 SACOL0222,Staphylococcus aureus (strain COL),317
P47205,P47205,reviewed,LPXC_PSEAE,UDP-3-O-acyl-N-acetylglucosamine deacetylase (UDP-3-O-acyl-GlcNAc deacetylase) (EC 3.5.1.108) (UDP-3-O-[R-3-hydroxymyristoyl]-N-acetylglucosamine deacetylase),lpxC envA PA4406,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),303
P00471,P00471,reviewed,TYSY_BPT4,Thymidylate synthase (TS) (TSase) (EC 2.1.1.45),TD,Enterobacteria phage T4 (Bacteriophage T4),286
P35244,P35244,reviewed,RFA3_HUMAN,Replication protein A 14 kDa subunit (RP-A p14) (Replication factor A protein 3) (RF-A protein 3),RPA3 REPA3 RPA14,Homo sapiens (Human),121
P25974,P25974,reviewed,GLCB1_SOYBN,Beta-conglycinin beta subunit 1 (CG-beta-1) (Beta-conglycinin beta subunit) (allergen Gly m 5),CG-4 GLYMA_20G146200,Glycine max (Soybean) (Glycine hispida),439
