From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length
P40233,P40233,reviewed,CKI1_SCHPO,Casein kinase I homolog 1 (EC 2.7.11.1),cki1 SPBC1347.06c,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),446
Q8BH64,Q8BH64,reviewed,EHD2_MOUSE,EH domain-containing protein 2,Ehd2,Mus musculus (Mouse),543
P43094,P43094,reviewed,CARP5_CANAL,Secreted aspartic protease 5 (ACP 5) (Aspartate protease 5) (EC 3.4.23.24) (Candidapepsin-5),SAP5 CAALFM_C603030WA CaO19.13032 CaO19.5585,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),418
Q9V2Z6,Q9V2Z6,reviewed,GLKA_PYRFU,ADP-dependent glucose/glucosamine kinase (EC 2.7.1.-) (EC 2.7.1.147) (ADP-dependent glucokinase) (ADP-GK) (ADPGK) (Glucosamine kinase) (GlcN kinase),glkA PF0312,Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),455
P50851,P50851,reviewed,LRBA_HUMAN,Lipopolysaccharide-responsive and beige-like anchor protein (Beige-like protein) (CDC4-like protein),LRBA BGL CDC4L LBA,Homo sapiens (Human),2863
P80404,P80404,reviewed,GABT_HUMAN,"4-aminobutyrate aminotransferase, mitochondrial (EC 2.6.1.19) ((S)-3-amino-2-methylpropionate transaminase) (EC 2.6.1.22) (GABA aminotransferase) (GABA-AT) (Gamma-amino-N-butyrate transaminase) (GABA transaminase) (GABA-T) (L-AIBAT)",ABAT GABAT,Homo sapiens (Human),500
Q28107,Q28107,reviewed,FA5_BOVIN,Coagulation factor V (Activated protein C cofactor) [Cleaved into: Coagulation factor V heavy chain; Coagulation factor V light chain],F5,Bos taurus (Bovine),2211
P14925,P14925,reviewed,AMD_RAT,Peptidylglycine alpha-amidating monooxygenase (PAM) [Includes: Peptidylglycine alpha-hydroxylating monooxygenase (PHM) (EC 1.14.17.3); Peptidyl-alpha-hydroxyglycine alpha-amidating lyase (EC 4.3.2.5) (Peptidylamidoglycolate lyase) (PAL)],Pam,Rattus norvegicus (Rat),976
B3GA2_HUMAN,Q9NPZ5,reviewed,B3GA2_HUMAN,"Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 2 (EC 2.4.1.135) (Beta-1,3-glucuronyltransferase 2) (GlcAT-D) (UDP-glucuronosyltransferase S) (GlcAT-S) (Glucuronosyltransferase S)",B3GAT2 GLCATS KIAA1963,Homo sapiens (Human),323
Q834P5,Q834P5,unreviewed,Q834P5_ENTFA,Catalase (EC 1.11.1.6),katA EF_1597,Enterococcus faecalis (strain ATCC 700802 / V583),478
P76129,P76129,reviewed,DOSP_ECOLI,Oxygen sensor protein DosP (EC 3.1.4.52) (Direct oxygen-sensing phosphodiesterase) (Direct oxygen sensor protein) (Ec DOS) (Heme-regulated cyclic di-GMP phosphodiesterase),dosP dos pdeO yddU b1489 JW1484,Escherichia coli (strain K12),799
ST1A1_HUMAN,P50225,reviewed,ST1A1_HUMAN,Sulfotransferase 1A1 (ST1A1) (EC 2.8.2.1) (Aryl sulfotransferase 1) (HAST1/HAST2) (Phenol sulfotransferase 1) (Phenol-sulfating phenol sulfotransferase 1) (P-PST 1) (ST1A3) (Thermostable phenol sulfotransferase) (Ts-PST),SULT1A1 STP STP1 OK/SW-cl.88,Homo sapiens (Human),295
P41249,P41249,reviewed,KEDA_ACTSL,Apokedarcidin,,Actinomycete sp. (strain L585-6 / ATCC 53650),114
P23909,P23909,reviewed,MUTS_ECOLI,DNA mismatch repair protein MutS,mutS fdv b2733 JW2703,Escherichia coli (strain K12),853
Q02059,Q02059,reviewed,ACTI1_STRCO,Actinorhodin polyketide putative beta-ketoacyl synthase 1 (EC 2.3.1.-) (actI ORF1),SCO5087 SCBAC28G1.13,Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145),467
Q9KAG8,Q9KAG8,reviewed,IOLC_HALH5,5-dehydro-2-deoxygluconokinase (EC 2.7.1.92) (2-deoxy-5-keto-D-gluconate kinase) (DKG kinase),iolC BH2319,Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) (Bacillus halodurans),331
P47228,P47228,reviewed,BPHC_PARXL,"Biphenyl-2,3-diol 1,2-dioxygenase (EC 1.13.11.39) (2,3-dihydroxybiphenyl dioxygenase) (DHBD) (23OHBP oxygenase)",bphC Bxeno_C1125 Bxe_C1191,Paraburkholderia xenovorans (strain LB400),298
Q9DBL7,Q9DBL7,reviewed,COASY_MOUSE,Bifunctional coenzyme A synthase (CoA synthase) [Includes: Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase) (PPAT); Dephospho-CoA kinase (DPCK) (EC 2.7.1.24) (Dephosphocoenzyme A kinase) (DPCOAK)],Coasy Ukr1,Mus musculus (Mouse),563
Q03154,Q03154,reviewed,ACY1_HUMAN,Aminoacylase-1 (ACY-1) (EC 3.5.1.14) (N-acyl-L-amino-acid amidohydrolase),ACY1,Homo sapiens (Human),408
P32947,P32947,reviewed,LIP3_DIURU,Lipase 3 (EC 3.1.1.3) (Cholesterol esterase),LIP3,Diutina rugosa (Yeast) (Candida rugosa),549
Q9KZR7,Q9KZR7,unreviewed,Q9KZR7_STRCO,Cytochrome P450,SCO2884 SCE6.21,Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145),408
P35670,P35670,reviewed,ATP7B_HUMAN,Copper-transporting ATPase 2 (EC 7.2.2.8) (Copper pump 2) (Wilson disease-associated protein) [Cleaved into: WND/140 kDa],ATP7B PWD WC1 WND,Homo sapiens (Human),1465
P75876,P75876,reviewed,RLMI_ECOLI,Ribosomal RNA large subunit methyltransferase I (EC 2.1.1.191) (23S rRNA m5C1962 methyltransferase) (rRNA (cytosine-C(5)-)-methyltransferase RlmI),rlmI yccW b0967 JW5898,Escherichia coli (strain K12),396
P13497,P13497,reviewed,BMP1_HUMAN,Bone morphogenetic protein 1 (BMP-1) (EC 3.4.24.19) (Mammalian tolloid protein) (mTld) (Procollagen C-proteinase) (PCP),BMP1 PCOLC,Homo sapiens (Human),986
PUR2_HUMAN,P22102,reviewed,PUR2_HUMAN,Trifunctional purine biosynthetic protein adenosine-3 [Includes: Phosphoribosylamine--glycine ligase (EC 6.3.4.13) (Glycinamide ribonucleotide synthetase) (GARS) (Phosphoribosylglycinamide synthetase); Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1) (AIR synthase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase); Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)],GART PGFT PRGS,Homo sapiens (Human),1010
Q8N8N7,Q8N8N7,reviewed,PTGR2_HUMAN,Prostaglandin reductase 2 (PRG-2) (EC 1.3.1.48) (15-oxoprostaglandin 13-reductase) (Zinc-binding alcohol dehydrogenase domain-containing protein 1),PTGR2 ZADH1,Homo sapiens (Human),351
P19909,P19909,reviewed,SPG2_STRSG,Immunoglobulin G-binding protein G (IgG-binding protein G),spg,Streptococcus sp. group G,593
P25984,P25984,reviewed,ADH_CLOBE,NADP-dependent isopropanol dehydrogenase (EC 1.1.1.80) (CbADH),adh,Clostridium beijerinckii (Clostridium MP),351
P04802,P04802,reviewed,SYDC_YEAST,"Aspartate--tRNA ligase, cytoplasmic (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS)",DPS1 APS APS1 YLL018C L1295,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),557
Q8SR45,Q8SR45,reviewed,MAP2_ENCCU,Methionine aminopeptidase 2 (MAP 2) (MetAP 2) (EC 3.4.11.18) (Peptidase M),MAP2 ECU10_0750,Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite),358
Q14894,Q14894,reviewed,CRYM_HUMAN,Ketimine reductase mu-crystallin (EC 1.5.1.25) (NADP-regulated thyroid-hormone-binding protein),CRYM THBP,Homo sapiens (Human),314
P00722,P00722,reviewed,BGAL_ECOLI,Beta-galactosidase (Beta-gal) (EC 3.2.1.23) (Lactase),lacZ b0344 JW0335,Escherichia coli (strain K12),1024
P96112,P96112,reviewed,SURE_THEMA,5'-nucleotidase SurE (EC 3.1.3.5) (Nucleoside 5'-monophosphate phosphohydrolase),surE TM_1662,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),247
O34714,O34714,reviewed,OXDC_BACSU,Oxalate decarboxylase OxdC (EC 4.1.1.2),oxdC yvrK BSU33240,Bacillus subtilis (strain 168),385
Q9WUL7,Q9WUL7,reviewed,ARL3_MOUSE,ADP-ribosylation factor-like protein 3,Arl3,Mus musculus (Mouse),182
P14633,P14633,reviewed,T2E2_ECOLX,Type II restriction enzyme EcoRII (R.EcoRII) (EC 3.1.21.4) (Endonuclease EcoRII) (Type-2 restriction enzyme EcoRII),ecoRIIR,Escherichia coli,404
Q8UIR1,Q8UIR1,reviewed,Y232_AGRFC,UPF0339 protein Atu0232,Atu0232 AGR_C_390,Agrobacterium fabrum (strain C58 / ATCC 33970) (Agrobacterium tumefaciens (strain C58)),62
Q9R8E3,P0DJQ7,reviewed,BLS_STRCL,Carboxyethyl-arginine beta-lactam-synthase (EC 6.3.3.4) (Beta-lactam synthetase),bls,Streptomyces clavuligerus,513
P04191,P04191,reviewed,AT2A1_RABIT,"Sarcoplasmic/endoplasmic reticulum calcium ATPase 1 (SERCA1) (SR Ca(2+)-ATPase 1) (EC 7.2.2.10) (Calcium pump 1) (Calcium-transporting ATPase sarcoplasmic reticulum type, fast twitch skeletal muscle isoform) (Endoplasmic reticulum class 1/2 Ca(2+) ATPase)",ATP2A1,Oryctolagus cuniculus (Rabbit),1001
P30101,P30101,reviewed,PDIA3_HUMAN,Protein disulfide-isomerase A3 (EC 5.3.4.1) (58 kDa glucose-regulated protein) (58 kDa microsomal protein) (p58) (Disulfide isomerase ER-60) (Endoplasmic reticulum resident protein 57) (ER protein 57) (ERp57) (Endoplasmic reticulum resident protein 60) (ER protein 60) (ERp60),PDIA3 ERP57 ERP60 GRP58,Homo sapiens (Human),505
Q9GQG7,Q9GQG7,unreviewed,Q9GQG7_9DIPT,glutathione transferase (EC 2.5.1.18) (GST class-theta),,Anopheles cracens,218
P47998,P47998,reviewed,CYSK1_ARATH,Cysteine synthase 1 (EC 2.5.1.47) (At.OAS.5-8) (Beta-substituted Ala synthase 1;1) (ARAth-Bsas1;1) (CSase A) (AtCS-A) (Cys-3A) (O-acetylserine (thiol)-lyase 1) (OAS-TL A) (O-acetylserine sulfhydrylase) (Protein ONSET OF LEAF DEATH 3),OASA1 OAS1 OASS OLD3 At4g14880 dl3480c,Arabidopsis thaliana (Mouse-ear cress),322
Q5SJF8,Q5SJF8,reviewed,AROE_THET8,Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25),aroE TTHA1050,Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8),263
P73925,P73925,reviewed,TRHBN_SYNY3,Group 1 truncated hemoglobin GlbN (Truncated Hb) (trHbN) (Cyanoglobin) (Hemoglobin) (Hb) (SynHb),glbN slr2097,Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa),124
P47205,P47205,reviewed,LPXC_PSEAE,UDP-3-O-acyl-N-acetylglucosamine deacetylase (UDP-3-O-acyl-GlcNAc deacetylase) (EC 3.5.1.108) (UDP-3-O-[R-3-hydroxymyristoyl]-N-acetylglucosamine deacetylase),lpxC envA PA4406,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),303
P01837,P01837,reviewed,IGKC_MOUSE,Immunoglobulin kappa constant (Ig kappa chain C region MOPC 21),Igkc,Mus musculus (Mouse),107
P23577,P23577,reviewed,CYF_CHLRE,Cytochrome f,petA,Chlamydomonas reinhardtii (Chlamydomonas smithii),317
Q9XCU0,Q9XCU0,unreviewed,Q9XCU0_DESDE,Nonaheme cytochrome c,hmcA,Desulfovibrio desulfuricans,323
P26038,P26038,reviewed,MOES_HUMAN,Moesin (Membrane-organizing extension spike protein),MSN,Homo sapiens (Human),577
KC1G1_HUMAN,Q9HCP0,reviewed,KC1G1_HUMAN,Casein kinase I isoform gamma-1 (CKI-gamma 1) (EC 2.7.11.1),CSNK1G1,Homo sapiens (Human),422
P02766,P02766,reviewed,TTHY_HUMAN,Transthyretin (ATTR) (Prealbumin) (TBPA),TTR PALB,Homo sapiens (Human),147
O25836,O25836,reviewed,AMIF_HELPY,Formamidase (EC 3.5.1.49) (Formamide amidohydrolase),amiF HP_1238,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),334
Q9H477,Q9H477,reviewed,RBSK_HUMAN,Ribokinase (RK) (EC 2.7.1.15),RBKS RBSK,Homo sapiens (Human),322
Q50940,Q50940,reviewed,CAH_NEIGO,Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase),cah,Neisseria gonorrhoeae,252
P45481,P45481,reviewed,CBP_MOUSE,Histone lysine acetyltransferase CREBBP (EC 2.3.1.48) (Protein lactyltransferas CREBBP) (EC 2.3.1.-) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-),Crebbp Cbp,Mus musculus (Mouse),2441
P21179,P21179,reviewed,CATE_ECOLI,Catalase HPII (EC 1.11.1.6) (Hydroxyperoxidase II),katE b1732 JW1721,Escherichia coli (strain K12),753
P19157,P19157,reviewed,GSTP1_MOUSE,Glutathione S-transferase P 1 (Gst P1) (EC 2.5.1.18) (GST YF-YF) (GST class-pi) (GST-piB) (Preadipocyte growth factor),Gstp1 Gstpib,Mus musculus (Mouse),210
P0AFG3,P0AFG3,reviewed,ODO1_ECOLI,2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2) (Alpha-ketoglutarate dehydrogenase),sucA b0726 JW0715,Escherichia coli (strain K12),933
P13035,P13035,reviewed,GLPD_ECOLI,Aerobic glycerol-3-phosphate dehydrogenase (EC 1.1.5.3),glpD glyD b3426 JW3389,Escherichia coli (strain K12),501
ARHG1_HUMAN,Q92888,reviewed,ARHG1_HUMAN,Rho guanine nucleotide exchange factor 1 (115 kDa guanine nucleotide exchange factor) (p115-RhoGEF) (p115RhoGEF) (Sub1.5),ARHGEF1,Homo sapiens (Human),912
P0C1B3,P0C1B3,reviewed,AMYA1_ASPOR,"Alpha-amylase A type-1/2 (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase) (Taka-amylase A) (TAA)",amy1 amyI Taa-G1 AO090023000944; amy2 amyII Taa-G2 AO090120000196,Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold),499
P20703,P0DXF2,reviewed,UVSW1_BPT4,Protein UvsW.1,uvsW1,Enterobacteria phage T4 (Bacteriophage T4),76
P20703,P0DXF1,reviewed,UVSW_BPT4,ATP-dependent DNA helicase uvsW (EC 5.6.2.4) (DNA 3'-5' helicase UvsW) (Dar protein),uvsW dar,Enterobacteria phage T4 (Bacteriophage T4),502
Q13557,Q13557,reviewed,KCC2D_HUMAN,Calcium/calmodulin-dependent protein kinase type II subunit delta (CaM kinase II subunit delta) (CaMK-II subunit delta) (EC 2.7.11.17),CAMK2D CAMKD,Homo sapiens (Human),499
Q87WW0,Q87WW0,reviewed,CYSD_PSESM,Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4) (ATP-sulfurylase small subunit) (Sulfate adenylate transferase) (SAT),cysD PSPTO_4433,Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000),305
P00326,P00326,reviewed,ADH1G_HUMAN,Alcohol dehydrogenase 1C (EC 1.1.1.1) (Alcohol dehydrogenase subunit gamma),ADH1C ADH3,Homo sapiens (Human),375
P00692,P00692,reviewed,AMY_BACAM,"Alpha-amylase (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase)",,Bacillus amyloliquefaciens (Bacillus velezensis),514
O34873,O34873,reviewed,HMGCL_BACSU,Hydroxymethylglutaryl-CoA lyase YngG (HL) (HMG-CoA lyase) (EC 4.1.3.4) (3-hydroxy-3-methylglutarate-CoA lyase),yngG BSU18230,Bacillus subtilis (strain 168),299
P75430,P75430,reviewed,MTHFS_MYCPN,"5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2) (5,10-methenyl-tetrahydrofolate synthetase) (MTHFS) (Methenyl-THF synthetase)",MPN_348 H91_orf164 MP488,Mycoplasma pneumoniae (strain ATCC 29342 / M129 / Subtype 1) (Mycoplasmoides pneumoniae),164
Q12634,Q12634,reviewed,T4HR_PYRO7,Tetrahydroxynaphthalene reductase (EC 1.1.1.252) (T4HN reductase) (THNR),MGG_02252,Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Magnaporthe oryzae),283
P09792,P09792,reviewed,GST28_SCHMA,Glutathione S-transferase class-mu 28 kDa isozyme (GST 28) (EC 2.5.1.18) (GSH transferase S.m. 1-1) (Protective 28 kDa antigen) (Sm28 antigen) (Sm28GST) (Smp28),GST28 Smp_054160,Schistosoma mansoni (Blood fluke),211
GSTT2_HUMAN,P0CG30,reviewed,GSTT2_HUMAN,Glutathione S-transferase theta-2B (EC 2.5.1.18) (Glutathione S-transferase theta-2) (GST class-theta-2),GSTT2B GSTT2,Homo sapiens (Human),244
HMCS1_HUMAN,Q01581,reviewed,HMCS1_HUMAN,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic (HMG-CoA synthase) (EC 2.3.3.10) (3-hydroxy-3-methylglutaryl coenzyme A synthase)",HMGCS1 HMGCS,Homo sapiens (Human),520
Q9XBQ3,Q9XBQ3,reviewed,IABF_GEOSE,Intracellular exo-alpha-(1->5)-L-arabinofuranosidase (ABF) (EC 3.2.1.55) (Intracellular arabinan exo-alpha-(1->5)-L-arabinosidase) (Arabinosidase),abfA,Geobacillus stearothermophilus (Bacillus stearothermophilus),502
HTRA2_HUMAN,O43464,reviewed,HTRA2_HUMAN,"Serine protease HTRA2, mitochondrial (EC 3.4.21.108) (High temperature requirement protein A2) (HtrA2) (Omi stress-regulated endoprotease) (Serine protease 25) (Serine proteinase OMI)",HTRA2 OMI PRSS25,Homo sapiens (Human),458
P01863,P01863,reviewed,GCAA_MOUSE,"Ig gamma-2A chain C region, A allele (Immunoglobulin heavy chain gamma polypeptide)",Ighg,Mus musculus (Mouse),330
P00179,P00179,reviewed,CP2C5_RABIT,Cytochrome P450 2C5 (EC 1.14.14.1) (CYPIIC5) (Cytochrome P450 1) (Cytochrome P450IIC5) (Progesterone 21-hydroxylase),CYP2C5,Oryctolagus cuniculus (Rabbit),487
P02586,P02586,reviewed,TNNC2_RABIT,"Troponin C, skeletal muscle",TNNC2,Oryctolagus cuniculus (Rabbit),160
P06988,P06988,reviewed,HISX_ECOLI,Histidinol dehydrogenase (HDH) (EC 1.1.1.23),hisD b2020 JW2002,Escherichia coli (strain K12),434
Q9ZFM2,Q9ZFM2,reviewed,XYNB_GEOSE,"Beta-xylosidase (EC 3.2.1.37) (1,4-beta-D-xylan xylohydrolase) (Xylan 1,4-beta-xylosidase)",xynB,Geobacillus stearothermophilus (Bacillus stearothermophilus),504
O30144,O30144,reviewed,WTPC_ARCFU,Molybdate/tungstate import ATP-binding protein WtpC (EC 7.3.2.6),wtpC modC AF_0092,Archaeoglobus fulgidus (strain ATCC 49558 / DSM 4304 / JCM 9628 / NBRC 100126 / VC-16),240
P32738,P32738,reviewed,CLAT_RAT,Choline O-acetyltransferase (CHOACTase) (ChAT) (Choline acetylase) (EC 2.3.1.6),Chat,Rattus norvegicus (Rat),640
CCNA2_HUMAN,P20248,reviewed,CCNA2_HUMAN,Cyclin-A2 (Cyclin-A) (Cyclin A),CCNA2 CCN1 CCNA,Homo sapiens (Human),432
P81154,P81154,reviewed,CYC22_RHOCE,Cytochrome c2 iso-2 (Cytochrome c552),,Rhodospirillum centenum (Rhodocista centenaria),121
P31658,P31658,reviewed,HCHA_ECOLI,Protein/nucleic acid deglycase 1 (EC 3.1.2.-) (EC 3.5.1.-) (EC 3.5.1.124) (Glyoxalase III) (EC 4.2.1.130) (Holding molecular chaperone) (Hsp31) (Maillard deglycase),hchA yedU yzzC b1967 JW1950,Escherichia coli (strain K12),283
P29373,P29373,reviewed,RABP2_HUMAN,Cellular retinoic acid-binding protein 2 (Cellular retinoic acid-binding protein II) (CRABP-II),CRABP2,Homo sapiens (Human),138
P55064,P55064,reviewed,AQP5_HUMAN,Aquaporin-5 (AQP-5),AQP5,Homo sapiens (Human),265
Q8SR66,Q8SR66,reviewed,MCES_ENCCU,mRNA cap guanine-N(7) methyltransferase (EC 2.1.1.56) (mRNA (guanine-N(7))-methyltransferase) (mRNA cap methyltransferase),ABD1 ECU10_0380,Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite),283
DAPK2_HUMAN,Q9UIK4,reviewed,DAPK2_HUMAN,Death-associated protein kinase 2 (DAP kinase 2) (EC 2.7.11.1) (DAP-kinase-related protein 1) (DRP-1),DAPK2,Homo sapiens (Human),370
BCR_HUMAN,P11274,reviewed,BCR_HUMAN,Breakpoint cluster region protein (EC 2.7.11.1) (Renal carcinoma antigen NY-REN-26),BCR BCR1 D22S11,Homo sapiens (Human),1271
P30920,P30920,reviewed,CDGT1_NIACI,Cyclomaltodextrin glucanotransferase (EC 2.4.1.19) (Cyclodextrin-glycosyltransferase) (CGTase),,Niallia circulans (Bacillus circulans),718
UPP_TOXGO,Q26998,reviewed,UPP_TOXGO,Uracil phosphoribosyltransferase (UPRT) (UPRTase) (EC 2.4.2.9) (UMP pyrophosphorylase),uprt,Toxoplasma gondii,244
Q5L2A5,Q5L2A5,reviewed,Y640_GEOKA,UPF0342 protein GK0640,GK0640,Geobacillus kaustophilus (strain HTA426),119
Q8TE04,Q8TE04,reviewed,PANK1_HUMAN,Pantothenate kinase 1 (hPanK) (hPanK1) (EC 2.7.1.33) (Pantothenic acid kinase 1),PANK1 PANK,Homo sapiens (Human),598
TOP1_HUMAN,P11387,reviewed,TOP1_HUMAN,DNA topoisomerase 1 (EC 5.6.2.1) (DNA topoisomerase I),TOP1,Homo sapiens (Human),765
P47076,P47076,reviewed,RPC9_YEAST,DNA-directed RNA polymerase III subunit RPC9 (RNA polymerase III subunit C9) (RNA polymerase III subunit C17),RPC17 YJL011C J1349,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),161
Q96IZ5,Q96IZ5,reviewed,RBM41_HUMAN,RNA-binding protein 41 (RNA-binding motif protein 41),RBM41,Homo sapiens (Human),413
P24017,P24017,reviewed,OMPA_KLEPN,Outer membrane protein A (Outer membrane porin A) (Outer membrane protein 3A),ompA,Klebsiella pneumoniae,344
Q57600,Q57600,reviewed,PURP_METJA,5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase (EC 6.3.4.23) (5-aminoimidazole-4-carboxamide-1-beta-D-ribofuranosyl 5'-monophosphate--formate ligase),purP MJ0136,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii),361
P28685,P28685,reviewed,CNTN2_CHICK,Contactin-2 (Axonin-1),CNTN2,Gallus gallus (Chicken),1036
METH_HUMAN,Q99707,reviewed,METH_HUMAN,Methionine synthase (MS) (EC 2.1.1.13) (5-methyltetrahydrofolate--homocysteine methyltransferase) (Cobalamin-dependent methionine synthase) (Vitamin-B12 dependent methionine synthase),MTR,Homo sapiens (Human),1265
TF_HUMAN,P13726,reviewed,TF_HUMAN,Tissue factor (TF) (Coagulation factor III) (Thromboplastin) (CD antigen CD142),F3,Homo sapiens (Human),295
P61011,P61011,reviewed,SRP54_HUMAN,Signal recognition particle subunit SRP54 (EC 3.6.5.4) (Signal recognition particle 54 kDa protein),SRP54,Homo sapiens (Human),504
O76463,O76463,reviewed,NFT1_CAEEL,"Nitrilase and fragile histidine triad fusion protein NitFhit [Includes: Bis(5'-adenosyl)-triphosphatase (EC 3.6.1.29) (AP3A hydrolase) (AP3Aase) (Diadenosine 5',5'''-P1,P3-triphosphate hydrolase) (Dinucleosidetriphosphatase); Nitrilase homolog (EC 3.5.-.-)]",nft-1 Y56A3A.13,Caenorhabditis elegans,440
O35543,O35543,reviewed,HPGDS_RAT,Hematopoietic prostaglandin D synthase (H-PGDS) (EC 5.3.99.2) (GST class-sigma) (Glutathione S-transferase) (EC 2.5.1.18) (Glutathione-dependent PGD synthase) (Glutathione-requiring prostaglandin D synthase) (Prostaglandin-H2 D-isomerase),Hpgds Gsts Pgds Ptgds2,Rattus norvegicus (Rat),199
O33830,O33830,reviewed,AGLA_THEMA,Alpha-glucosidase (EC 3.2.1.20) (Maltase),aglA TM_1834,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),480
Q06385,Q06385,reviewed,VPS74_YEAST,Vacuolar protein sorting-associated protein 74,VPS74 YDR372C D9481.15,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),345
O07347,O07347,reviewed,SRP54_THEAQ,Signal recognition particle protein (EC 3.6.5.4) (Fifty-four homolog),ffh,Thermus aquaticus,430
P30793,P30793,reviewed,GCH1_HUMAN,GTP cyclohydrolase 1 (EC 3.5.4.16) (GTP cyclohydrolase I) (GTP-CH-I),GCH1 DYT5 GCH,Homo sapiens (Human),250
Q7VKS7,Q7VKS7,reviewed,Y1794_HAEDU,UPF0301 protein HD_1794,HD_1794,Haemophilus ducreyi (strain 35000HP / ATCC 700724),186
Q5HJD7,Q5HJD7,reviewed,LDH1_STAAC,L-lactate dehydrogenase 1 (L-LDH 1) (EC 1.1.1.27),ldh1 SACOL0222,Staphylococcus aureus (strain COL),317
RORA_HUMAN,P35398,reviewed,RORA_HUMAN,Nuclear receptor ROR-alpha (Nuclear receptor RZR-alpha) (Nuclear receptor subfamily 1 group F member 1) (RAR-related orphan receptor A) (Retinoid-related orphan receptor-alpha),RORA NR1F1 RZRA,Homo sapiens (Human),523
P0A8I5,P0A8I5,reviewed,TRMB_ECOLI,tRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.33) (tRNA (guanine(46)-N(7))-methyltransferase) (tRNA(m7G46)-methyltransferase),trmB trmI yggH b2960 JW2927,Escherichia coli (strain K12),239
P45448,P45448,reviewed,NR5A2_MOUSE,Nuclear receptor subfamily 5 group A member 2 (Fetoprotein transcription factor) (mFTF) (Liver receptor homolog 1) (LRH-1),Nr5a2 Ftf Lrh1,Mus musculus (Mouse),560
P07602,P07602,reviewed,SAP_HUMAN,Prosaposin (Proactivator polypeptide) [Cleaved into: Saposin-A (Protein A); Saposin-B-Val; Saposin-B (Cerebroside sulfate activator) (CSAct) (Dispersin) (Sphingolipid activator protein 1) (SAP-1) (Sulfatide/GM1 activator); Saposin-C (A1 activator) (Co-beta-glucosidase) (Glucosylceramidase activator) (Sphingolipid activator protein 2) (SAP-2); Saposin-D (Component C) (Protein C)],PSAP GLBA SAP1,Homo sapiens (Human),524
P26221,P26221,reviewed,GUN4_THEFU,"Endoglucanase E-4 (EC 3.2.1.4) (Cellulase E-4) (Cellulase E4) (Endo-1,4-beta-glucanase E-4)",celD,Thermobifida fusca (Thermomonospora fusca),880
Q9PM41,Q9PM41,reviewed,AROC_CAMJE,Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase),aroC Cj1634c,Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168),362
