From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length
Q5L3F4,Q5L3F4,reviewed,MOAC_GEOKA,Cyclic pyranopterin monophosphate synthase (EC 4.6.1.17) (Molybdenum cofactor biosynthesis protein C),moaC GK0241,Geobacillus kaustophilus (strain HTA426),162
P58764,P58764,reviewed,ETK_ECO27,Tyrosine-protein kinase etk (EC 2.7.10.-),etk E2348C_0966,Escherichia coli O127:H6 (strain E2348/69 / EPEC),726
Q04636,Q04636,reviewed,POB3_YEAST,FACT complex subunit POB3 (Facilitates chromatin transcription complex subunit POB3),POB3 YML069W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),552
Q8P8S1,Q8P8S1,reviewed,ORN_XANCP,Oligoribonuclease (EC 3.1.15.-),orn XCC2168,Xanthomonas campestris pv. campestris (strain ATCC 33913 / DSM 3586 / NCPPB 528 / LMG 568 / P 25),194
P43094,P43094,reviewed,CARP5_CANAL,Secreted aspartic protease 5 (ACP 5) (Aspartate protease 5) (EC 3.4.23.24) (Candidapepsin-5),SAP5 CAALFM_C603030WA CaO19.13032 CaO19.5585,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),418
O95218,O95218,reviewed,ZRAB2_HUMAN,"Zinc finger Ran-binding domain-containing protein 2 (Zinc finger protein 265) (Zinc finger, splicing)",ZRANB2 ZIS ZNF265,Homo sapiens (Human),330
P32947,P32947,reviewed,LIP3_DIURU,Lipase 3 (EC 3.1.1.3) (Cholesterol esterase),LIP3,Diutina rugosa (Yeast) (Candida rugosa),549
P12070,P12070,reviewed,XYLA_ARTS7,Xylose isomerase (EC 5.3.1.5),xylA,Arthrobacter sp. (strain NRRL B3728),395
P54378,P54378,reviewed,GCST_BACSU,Aminomethyltransferase (EC 2.1.2.10) (Glycine cleavage system T protein),gcvT yqhI BSU24570,Bacillus subtilis (strain 168),362
P07773,P07773,reviewed,CATA_ACIAD,"Catechol 1,2-dioxygenase (EC 1.13.11.1) (1,2-CTD)",catA ACIAD1442,Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),311
P0AFG3,P0AFG3,reviewed,ODO1_ECOLI,2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2) (Alpha-ketoglutarate dehydrogenase),sucA b0726 JW0715,Escherichia coli (strain K12),933
Q9P2J5,Q9P2J5,reviewed,SYLC_HUMAN,"Leucine--tRNA ligase, cytoplasmic (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS) (cLRS)",LARS1 KIAA1352 LARS,Homo sapiens (Human),1176
Q9UQ80,Q9UQ80,reviewed,PA2G4_HUMAN,Proliferation-associated protein 2G4 (Cell cycle protein p38-2G4 homolog) (hG4-1) (ErbB3-binding protein 1),PA2G4 EBP1,Homo sapiens (Human),394
P00573,P00573,reviewed,RPOL_BPT7,T7 RNA polymerase (DNA-directed RNA polymerase) (EC 2.7.7.6),1,Escherichia phage T7 (Bacteriophage T7),883
P00489,P00489,reviewed,PYGM_RABIT,"Glycogen phosphorylase, muscle form (EC 2.4.1.1) (Myophosphorylase)",PYGM,Oryctolagus cuniculus (Rabbit),843
P04254,P04254,reviewed,HCYA_PANIN,Hemocyanin A chain,,Panulirus interruptus (California spiny lobster) (Palinurus interruptus),657
O31562,O31562,reviewed,YFIT_BACSU,Putative metal-dependent hydrolase YfiT (EC 3.-.-.-),yfiT BSU08390,Bacillus subtilis (strain 168),178
Q9KIE5,Q9KIE5,unreviewed,Q9KIE5_STRHY,FkbI,fkbI,Streptomyces hygroscopicus subsp. ascomyceticus,366
P80404,P80404,reviewed,GABT_HUMAN,"4-aminobutyrate aminotransferase, mitochondrial (EC 2.6.1.19) ((S)-3-amino-2-methylpropionate transaminase) (EC 2.6.1.22) (GABA aminotransferase) (GABA-AT) (Gamma-amino-N-butyrate transaminase) (GABA transaminase) (GABA-T) (L-AIBAT)",ABAT GABAT,Homo sapiens (Human),500
P56129,P56129,reviewed,DCDA_HELPY,Diaminopimelate decarboxylase (DAP decarboxylase) (DAPDC) (EC 4.1.1.20),lysA HP_0290,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),405
Q02059,Q02059,reviewed,ACTI1_STRCO,Actinorhodin polyketide putative beta-ketoacyl synthase 1 (EC 2.3.1.-) (actI ORF1),SCO5087 SCBAC28G1.13,Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145),467
P11609,P11609,reviewed,CD1D1_MOUSE,Antigen-presenting glycoprotein CD1d1 (CD antigen CD1d.1),Cd1d1 Cd1.1,Mus musculus (Mouse),336
Q980R2,Q980R2,reviewed,RPO1N_SACS2,DNA-directed RNA polymerase subunit Rpo1N (EC 2.7.7.6) (DNA-directed RNA polymerase subunit A'),rpo1N rpoA1 SSO0225,Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) (Sulfolobus solfataricus),880
FAK2_HUMAN,Q14289,reviewed,FAK2_HUMAN,Protein-tyrosine kinase 2-beta (EC 2.7.10.2) (Calcium-dependent tyrosine kinase) (CADTK) (Calcium-regulated non-receptor proline-rich tyrosine kinase) (Cell adhesion kinase beta) (CAK-beta) (CAKB) (Focal adhesion kinase 2) (FADK 2) (Proline-rich tyrosine kinase 2) (Related adhesion focal tyrosine kinase) (RAFTK),PTK2B FAK2 PYK2 RAFTK,Homo sapiens (Human),1009
GELS_HUMAN,P06396,reviewed,GELS_HUMAN,Gelsolin (AGEL) (Actin-depolymerizing factor) (ADF) (Brevin),GSN,Homo sapiens (Human),782
O00763,O00763,reviewed,ACACB_HUMAN,Acetyl-CoA carboxylase 2 (EC 6.4.1.2) (ACC-beta),ACACB ACC2 ACCB,Homo sapiens (Human),2458
P39126,P39126,reviewed,IDH_BACSU,Isocitrate dehydrogenase [NADP] (IDH) (EC 1.1.1.42) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase),icd citC BSU29130,Bacillus subtilis (strain 168),423
O95050,O95050,reviewed,INMT_HUMAN,Indolethylamine N-methyltransferase (Indolamine N-methyltransferase) (EC 2.1.1.49) (EC 2.1.1.96) (Aromatic alkylamine N-methyltransferase) (Amine N-methyltransferase) (Arylamine N-methyltransferase) (Thioether S-methyltransferase) (TEMT),INMT,Homo sapiens (Human),263
O44342,O44342,reviewed,WBL_DROME,Protein windbeutel (Erp29 homolog),wbl wind CG7225,Drosophila melanogaster (Fruit fly),257
Q8TE04,Q8TE04,reviewed,PANK1_HUMAN,Pantothenate kinase 1 (hPanK) (hPanK1) (EC 2.7.1.33) (Pantothenic acid kinase 1),PANK1 PANK,Homo sapiens (Human),598
FABP7_HUMAN,O15540,reviewed,FABP7_HUMAN,"Fatty acid-binding protein, brain (Brain lipid-binding protein) (BLBP) (Brain-type fatty acid-binding protein) (B-FABP) (Fatty acid-binding protein 7) (Mammary-derived growth inhibitor related)",FABP7 BLBP FABPB MRG,Homo sapiens (Human),132
Q03023,Q03023,reviewed,APRA_PSEAE,Serralysin (EC 3.4.24.40) (Alkaline metalloproteinase) (AP),aprA PA1249,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),479
P19909,P19909,reviewed,SPG2_STRSG,Immunoglobulin G-binding protein G (IgG-binding protein G),spg,Streptococcus sp. group G,593
P45448,P45448,reviewed,NR5A2_MOUSE,Nuclear receptor subfamily 5 group A member 2 (Fetoprotein transcription factor) (mFTF) (Liver receptor homolog 1) (LRH-1),Nr5a2 Ftf Lrh1,Mus musculus (Mouse),560
P26902,P26902,reviewed,DPPA_BACSU,D-aminopeptidase (EC 3.4.11.-),dppA dciAA BSU12920,Bacillus subtilis (strain 168),274
P35087,P35087,reviewed,NBLA_SYNE7,Phycobilisome degradation protein NblA,nblA Synpcc7942_2127,Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2),59
PH4H_HUMAN,P00439,reviewed,PH4H_HUMAN,Phenylalanine-4-hydroxylase (PAH) (EC 1.14.16.1) (Phe-4-monooxygenase),PAH,Homo sapiens (Human),452
Q7VKS7,Q7VKS7,reviewed,Y1794_HAEDU,UPF0301 protein HD_1794,HD_1794,Haemophilus ducreyi (strain 35000HP / ATCC 700724),186
Q9CR95,Q9CR95,reviewed,NECP1_MOUSE,Adaptin ear-binding coat-associated protein 1 (NECAP endocytosis-associated protein 1) (NECAP-1),Necap1,Mus musculus (Mouse),275
P61713,P61713,reviewed,RISB2_BRUSU,"6,7-dimethyl-8-ribityllumazine synthase 2 (DMRL synthase 2) (LS 2) (Lumazine synthase 2) (EC 2.5.1.78)",ribH2 ribH-2 BRA0695 BS1330_II0688,Brucella suis biovar 1 (strain 1330),158
Q56308,Q56308,reviewed,PIMT_THEMA,Protein-L-isoaspartate O-methyltransferase (EC 2.1.1.77) (L-isoaspartyl protein carboxyl methyltransferase) (Protein L-isoaspartyl methyltransferase) (Protein-beta-aspartate methyltransferase) (PIMT),pcm TM_0704,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),317
HMOX2_HUMAN,P30519,reviewed,HMOX2_HUMAN,Heme oxygenase 2 (HO-2) (EC 1.14.14.18) [Cleaved into: Heme oxygenase 2 soluble form],HMOX2 HO2,Homo sapiens (Human),316
Q08788,Q08788,reviewed,SRFAD_BACSU,Surfactin synthase thioesterase subunit (EC 3.1.2.-) (Cold shock protein CSI16),srfAD srfA4 BSU03520,Bacillus subtilis (strain 168),242
P80018,P80018,reviewed,GLBC_MOLAR,"Globin C, coelomic",,Molpadia arenicola (Sea cucumber) (Caudina arenicola),159
P13035,P13035,reviewed,GLPD_ECOLI,Aerobic glycerol-3-phosphate dehydrogenase (EC 1.1.5.3),glpD glyD b3426 JW3389,Escherichia coli (strain K12),501
KC1G2_HUMAN,P78368,reviewed,KC1G2_HUMAN,Casein kinase I isoform gamma-2 (CKI-gamma 2) (EC 2.7.11.1),CSNK1G2 CK1G2,Homo sapiens (Human),415
Q12634,Q12634,reviewed,T4HR_PYRO7,Tetrahydroxynaphthalene reductase (EC 1.1.1.252) (T4HN reductase) (THNR),MGG_02252,Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Magnaporthe oryzae),283
Q8LAS7,Q8LAS7,reviewed,CNBL2_ARATH,Calcineurin B-like protein 2 (SOS3-like calcium-binding protein 1),CBL2 SCABP1 At5g55990 MDA7.3,Arabidopsis thaliana (Mouse-ear cress),226
CP7A1_HUMAN,P22680,reviewed,CP7A1_HUMAN,Cytochrome P450 7A1 (24-hydroxycholesterol 7-alpha-hydroxylase) (EC 1.14.14.26) (CYPVII) (Cholesterol 7-alpha-hydroxylase) (Cholesterol 7-alpha-monooxygenase) (EC 1.14.14.23),CYP7A1 CYP7,Homo sapiens (Human),504
P16559,P16559,reviewed,TCMN_STRGA,Tetracenomycin biosynthesis bifunctional cyclase/O-methyl transferase TcmN (EC 2.1.1.-) (EC 2.3.1.235) (Multifunctional cyclase-dehydratase-3-O-methyl transferase TcmN) [Includes: Tetracenomycin polyketide synthase cyclase TcmN (TCM PKS) (TcmN polyketide cyclase) (Tetracenomycin aromatase/cyclase) (Tcm ARO/CYC) (Tetracenomycin ARO/CYC); Tcm D3 O-methyltransferase],tcmN,Streptomyces glaucescens,494
O95881,O95881,reviewed,TXD12_HUMAN,Thioredoxin domain-containing protein 12 (EC 1.8.4.2) (Endoplasmic reticulum resident protein 18) (ER protein 18) (ERp18) (Endoplasmic reticulum resident protein 19) (ER protein 19) (ERp19) (Thioredoxin-like protein p19) (hTLP19),TXNDC12 TLP19 UNQ713/PRO1376,Homo sapiens (Human),172
Q8NFH8,Q8NFH8,reviewed,REPS2_HUMAN,RalBP1-associated Eps domain-containing protein 2 (Partner of RalBP1) (RalBP1-interacting protein 2),REPS2 POB1,Homo sapiens (Human),660
P33937,P33937,reviewed,NAPA_ECOLI,Periplasmic nitrate reductase (EC 1.9.6.1),napA yojC yojD yojE b2206 JW2194,Escherichia coli (strain K12),828
RBBP6_HUMAN,Q7Z6E9,reviewed,RBBP6_HUMAN,E3 ubiquitin-protein ligase RBBP6 (EC 2.3.2.27) (Proliferation potential-related protein) (Protein P2P-R) (RING-type E3 ubiquitin transferase RBBP6) (Retinoblastoma-binding Q protein 1) (RBQ-1) (Retinoblastoma-binding protein 6) (p53-associated cellular protein of testis),RBBP6 P2PR PACT RBQ1 My038,Homo sapiens (Human),1792
Q15811,Q15811,reviewed,ITSN1_HUMAN,Intersectin-1 (SH3 domain-containing protein 1A) (SH3P17),ITSN1 ITSN SH3D1A,Homo sapiens (Human),1721
P35790,P35790,reviewed,CHKA_HUMAN,Choline kinase alpha (CK) (EC 2.7.1.32) (CHETK-alpha) (Ethanolamine kinase) (EK) (EC 2.7.1.82),CHKA CHK CKI,Homo sapiens (Human),457
P0AFV4,P0AFV4,reviewed,MEPS_ECOLI,Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase (EC 3.4.-.-) (EC 3.4.17.13) (Lipoprotein Spr) (Murein hydrolase MepS),mepS spr yeiV b2175 JW2163,Escherichia coli (strain K12),188
Q6V1L5,Q6V1L5,reviewed,ARGB_SYNE7,Acetylglutamate kinase (EC 2.7.2.8) (N-acetyl-L-glutamate 5-phosphotransferase) (NAG kinase) (NAGK),argB Synpcc7942_1496,Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2),301
Q5L2A5,Q5L2A5,reviewed,Y640_GEOKA,UPF0342 protein GK0640,GK0640,Geobacillus kaustophilus (strain HTA426),119
TOP2A_HUMAN,P11388,reviewed,TOP2A_HUMAN,"DNA topoisomerase 2-alpha (EC 5.6.2.2) (DNA topoisomerase II, alpha isozyme)",TOP2A TOP2,Homo sapiens (Human),1531
P12996,P12996,reviewed,BIOB_ECOLI,Biotin synthase (EC 2.8.1.6) (Biotin synthetase),bioB b0775 JW0758,Escherichia coli (strain K12),346
P02586,P02586,reviewed,TNNC2_RABIT,"Troponin C, skeletal muscle",TNNC2,Oryctolagus cuniculus (Rabbit),160
Q5HJD7,Q5HJD7,reviewed,LDH1_STAAC,L-lactate dehydrogenase 1 (L-LDH 1) (EC 1.1.1.27),ldh1 SACOL0222,Staphylococcus aureus (strain COL),317
Q9UPV7,Q9UPV7,reviewed,PHF24_HUMAN,PHD finger protein 24,PHF24 KIAA1045,Homo sapiens (Human),400
Q05871,Q05871,reviewed,ECI1_YEAST,"3,2-trans-enoyl-CoA isomerase (EC 5.3.3.8) (Delta(3),Delta(2)-enoyl-CoA isomerase) (D3,D2-enoyl-CoA isomerase) (Dodecenoyl-CoA isomerase)",ECI1 YLR284C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),280
Q62141,Q62141,reviewed,SIN3B_MOUSE,Paired amphipathic helix protein Sin3b (Histone deacetylase complex subunit Sin3b) (Transcriptional corepressor Sin3b),Sin3b Kiaa0700,Mus musculus (Mouse),1098
P23192,P23192,reviewed,MTM2_MORBO,Type II methyltransferase M1.MboII (M1.MboII) (EC 2.1.1.72) (Adenine-specific methyltransferase MboII) (DNA MTase MboIIA) (Modification methylase MboII) (M.MboII),mboIIM,Moraxella bovis,260
O66493,O66493,reviewed,AROC_AQUAE,Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase),aroC aq_081,Aquifex aeolicus (strain VF5),398
P14633,P14633,reviewed,T2E2_ECOLX,Type II restriction enzyme EcoRII (R.EcoRII) (EC 3.1.21.4) (Endonuclease EcoRII) (Type-2 restriction enzyme EcoRII),ecoRIIR,Escherichia coli,404
Q9T0N8,Q9T0N8,reviewed,CKX1_MAIZE,Cytokinin dehydrogenase 1 (EC 1.5.99.12) (Cytokinin oxidase 1) (CKO 1) (COX 1) (ZmCKX1),CKX1,Zea mays (Maize),534
Q9CIV8,Q9CIV8,reviewed,DHAK_LACLA,"PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK (EC 2.7.1.121)",dhaK LL0248 L45677,Lactococcus lactis subsp. lactis (strain IL1403) (Streptococcus lactis),332
P45481,P45481,reviewed,CBP_MOUSE,Histone lysine acetyltransferase CREBBP (EC 2.3.1.48) (Protein lactyltransferas CREBBP) (EC 2.3.1.-) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-),Crebbp Cbp,Mus musculus (Mouse),2441
Q97ZE7,Q97ZE7,reviewed,SRP54_SACS2,Signal recognition particle 54 kDa protein (SRP54) (EC 3.6.5.4),srp54 SSO0971,Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) (Sulfolobus solfataricus),447
Q13011,Q13011,reviewed,ECH1_HUMAN,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial (EC 5.3.3.-)",ECH1,Homo sapiens (Human),328
O76071,O76071,reviewed,CIAO1_HUMAN,Probable cytosolic iron-sulfur protein assembly protein CIAO1 (WD repeat-containing protein 39),CIAO1 CIA1 WDR39,Homo sapiens (Human),339
Q58152,Q58152,reviewed,Y742_METJA,Uncharacterized protein MJ0742,MJ0742,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii),104
P31797,P31797,reviewed,CDGT_GEOSE,Cyclomaltodextrin glucanotransferase (EC 2.4.1.19) (Cyclodextrin-glycosyltransferase) (CGTase),cgt,Geobacillus stearothermophilus (Bacillus stearothermophilus),711
O13998,O13998,reviewed,OLA1_SCHPO,Obg-like ATPase 1,SPAC27E2.03c,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),392
UPP_TOXGO,Q26998,reviewed,UPP_TOXGO,Uracil phosphoribosyltransferase (UPRT) (UPRTase) (EC 2.4.2.9) (UMP pyrophosphorylase),uprt,Toxoplasma gondii,244
P16120,P16120,reviewed,THRC_YEAST,Threonine synthase (TS) (EC 4.2.3.1),THR4 YCR053W YCR53W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),514
P20703,P0DXF2,reviewed,UVSW1_BPT4,Protein UvsW.1,uvsW1,Enterobacteria phage T4 (Bacteriophage T4),76
P20703,P0DXF1,reviewed,UVSW_BPT4,ATP-dependent DNA helicase uvsW (EC 5.6.2.4) (DNA 3'-5' helicase UvsW) (Dar protein),uvsW dar,Enterobacteria phage T4 (Bacteriophage T4),502
P71086,P71086,reviewed,PERR_BACSU,Peroxide operon regulator,perR ygaG BSU08730,Bacillus subtilis (strain 168),145
Q9ALU0,Q9ALU0,unreviewed,Q9ALU0_GEOSE,Phosphoglycerate mutase,yhfR,Geobacillus stearothermophilus (Bacillus stearothermophilus),195
P26038,P26038,reviewed,MOES_HUMAN,Moesin (Membrane-organizing extension spike protein),MSN,Homo sapiens (Human),577
KC1G1_HUMAN,Q9HCP0,reviewed,KC1G1_HUMAN,Casein kinase I isoform gamma-1 (CKI-gamma 1) (EC 2.7.11.1),CSNK1G1,Homo sapiens (Human),422
Q91XB0,Q91XB0,reviewed,TREX1_MOUSE,Three-prime repair exonuclease 1 (EC 3.1.11.2) (3'-5' exonuclease TREX1),Trex1,Mus musculus (Mouse),314
Q03784,Q03784,reviewed,TRS23_YEAST,Trafficking protein particle complex subunit 23 (TRAPP subunit 23) (Transport protein particle 23 kDa subunit),TRS23 YDR246W YD8419.13,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),219
BCR_HUMAN,P11274,reviewed,BCR_HUMAN,Breakpoint cluster region protein (EC 2.7.11.1) (Renal carcinoma antigen NY-REN-26),BCR BCR1 D22S11,Homo sapiens (Human),1271
Q9BUP3,Q9BUP3,reviewed,HTAI2_HUMAN,Oxidoreductase HTATIP2 (EC 1.1.1.-) (30 kDa HIV-1 TAT-interacting protein) (HIV-1 TAT-interactive protein 2),HTATIP2 CC3 TIP30,Homo sapiens (Human),242
P35219,P35219,reviewed,CAH8_HUMAN,Carbonic anhydrase-related protein (CARP) (Carbonic anhydrase VIII) (CA-VIII),CA8 CALS,Homo sapiens (Human),290
Q9H227,Q9H227,reviewed,GBA3_HUMAN,Cytosolic beta-glucosidase (EC 3.2.1.21) (Cytosolic beta-glucosidase-like protein 1) (Cytosolic galactosylceramidase) (EC 3.2.1.46) (Cytosolic glucosylceramidase) (EC 3.2.1.45) (Cytosolic glycosylceramidase) (Cytosolic GCase) (Glucosidase beta acid 3) (Glucosylceramidase beta 3) (Klotho-related protein) (KLrP),GBA3 CBG CBGL1,Homo sapiens (Human),469
Q9R8E3,P0DJQ7,reviewed,BLS_STRCL,Carboxyethyl-arginine beta-lactam-synthase (EC 6.3.3.4) (Beta-lactam synthetase),bls,Streptomyces clavuligerus,513
P36683,P36683,reviewed,ACNB_ECOLI,"Aconitate hydratase B (ACN) (Aconitase) (EC 4.2.1.3) ((2R,3S)-2-methylisocitrate dehydratase) ((2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate dehydratase) (2-methyl-cis-aconitate hydratase) (EC 4.2.1.99) (Iron-responsive protein-like) (IRP-like) (RNA-binding protein)",acnB yacI yacJ b0118 JW0114,Escherichia coli (strain K12),865
P73925,P73925,reviewed,TRHBN_SYNY3,Group 1 truncated hemoglobin GlbN (Truncated Hb) (trHbN) (Cyanoglobin) (Hemoglobin) (Hb) (SynHb),glbN slr2097,Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa),124
P55064,P55064,reviewed,AQP5_HUMAN,Aquaporin-5 (AQP-5),AQP5,Homo sapiens (Human),265
P08148,P08148,reviewed,GP63_LEIMA,Leishmanolysin (EC 3.4.24.36) (Cell surface protease) (Major surface glycoprotein) (Major surface protease) (Promastigote surface endopeptidase) (Protein gp63),gp63,Leishmania major,602
CP2R1_HUMAN,Q6VVX0,reviewed,CP2R1_HUMAN,Vitamin D 25-hydroxylase (EC 1.14.14.24) (Cytochrome P450 2R1),CYP2R1,Homo sapiens (Human),501
P47205,P47205,reviewed,LPXC_PSEAE,UDP-3-O-acyl-N-acetylglucosamine deacetylase (UDP-3-O-acyl-GlcNAc deacetylase) (EC 3.5.1.108) (UDP-3-O-[R-3-hydroxymyristoyl]-N-acetylglucosamine deacetylase),lpxC envA PA4406,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),303
P60896,P60896,reviewed,SEM1_HUMAN,26S proteasome complex subunit SEM1 (26S proteasome complex subunit DSS1) (Deleted in split hand/split foot protein 1) (Split hand/foot deleted protein 1) (Split hand/foot malformation type 1 protein),SEM1 C7orf76 DSS1 SHFDG1 SHFM1,Homo sapiens (Human),70
Q9DBL7,Q9DBL7,reviewed,COASY_MOUSE,Bifunctional coenzyme A synthase (CoA synthase) [Includes: Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase) (PPAT); Dephospho-CoA kinase (DPCK) (EC 2.7.1.24) (Dephosphocoenzyme A kinase) (DPCOAK)],Coasy Ukr1,Mus musculus (Mouse),563
P35670,P35670,reviewed,ATP7B_HUMAN,Copper-transporting ATPase 2 (EC 7.2.2.8) (Copper pump 2) (Wilson disease-associated protein) [Cleaved into: WND/140 kDa],ATP7B PWD WC1 WND,Homo sapiens (Human),1465
Q03506,Q03506,reviewed,BGLA_NIACI,Beta-glucosidase (EC 3.2.1.21) (Amygdalase) (Beta-D-glucoside glucohydrolase) (Cellobiase) (Gentiobiase),bglA,Niallia circulans (Bacillus circulans),450
P07602,P07602,reviewed,SAP_HUMAN,Prosaposin (Proactivator polypeptide) [Cleaved into: Saposin-A (Protein A); Saposin-B-Val; Saposin-B (Cerebroside sulfate activator) (CSAct) (Dispersin) (Sphingolipid activator protein 1) (SAP-1) (Sulfatide/GM1 activator); Saposin-C (A1 activator) (Co-beta-glucosidase) (Glucosylceramidase activator) (Sphingolipid activator protein 2) (SAP-2); Saposin-D (Component C) (Protein C)],PSAP GLBA SAP1,Homo sapiens (Human),524
O00206,O00206,reviewed,TLR4_HUMAN,Toll-like receptor 4 (hToll) (CD antigen CD284),TLR4,Homo sapiens (Human),839
O74933,O74933,reviewed,UAP1_CANAX,UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23),UAP1,Candida albicans (Yeast),486
P00471,P00471,reviewed,TYSY_BPT4,Thymidylate synthase (TS) (TSase) (EC 2.1.1.45),TD,Enterobacteria phage T4 (Bacteriophage T4),286
P50851,P50851,reviewed,LRBA_HUMAN,Lipopolysaccharide-responsive and beige-like anchor protein (Beige-like protein) (CDC4-like protein),LRBA BGL CDC4L LBA,Homo sapiens (Human),2863
Q9BV79,Q9BV79,reviewed,MECR_HUMAN,"Enoyl-[acyl-carrier-protein] reductase, mitochondrial (EC 1.3.1.104) (2-enoyl thioester reductase) (Nuclear receptor-binding factor 1) (HsNrbf-1) (NRBF-1)",MECR NBRF1 CGI-63,Homo sapiens (Human),373
P12333,P12333,reviewed,CB2A_SPIOL,"Chlorophyll a-b binding protein, chloroplastic (LHCII type I CAB) (LHCP)",,Spinacia oleracea (Spinach),267
P26221,P26221,reviewed,GUN4_THEFU,"Endoglucanase E-4 (EC 3.2.1.4) (Cellulase E-4) (Cellulase E4) (Endo-1,4-beta-glucanase E-4)",celD,Thermobifida fusca (Thermomonospora fusca),880
Q5HNV1,Q5HNV1,reviewed,AROE_STAEQ,Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25),aroE SERP1163,Staphylococcus epidermidis (strain ATCC 35984 / DSM 28319 / BCRC 17069 / CCUG 31568 / BM 3577 / RP62A),269
P10342,P10342,reviewed,ISOA_PSEAY,Isoamylase (EC 3.2.1.68),iam,Pseudomonas amyloderamosa,776
GSTT2_HUMAN,P0CG30,reviewed,GSTT2_HUMAN,Glutathione S-transferase theta-2B (EC 2.5.1.18) (Glutathione S-transferase theta-2) (GST class-theta-2),GSTT2B GSTT2,Homo sapiens (Human),244
O95154,O95154,reviewed,ARK73_HUMAN,Aflatoxin B1 aldehyde reductase member 3 (EC 1.-.-.-) (AFB1 aldehyde reductase 2) (AFB1-AR 2),AKR7A3 AFAR2,Homo sapiens (Human),331
O87949,O87949,reviewed,TORD_SHEMA,Chaperone protein TorD,torD,Shewanella massilia,209
KPCB_HUMAN,P05771,reviewed,KPCB_HUMAN,Protein kinase C beta type (PKC-B) (PKC-beta) (EC 2.7.11.13),PRKCB PKCB PRKCB1,Homo sapiens (Human),671
P12337,P12337,reviewed,EST1_RABIT,Liver carboxylesterase 1 (EC 3.1.1.1) (Acyl-coenzyme A:cholesterol acyltransferase),,Oryctolagus cuniculus (Rabbit),565
Q29495,Q29495,reviewed,SNAT_SHEEP,Serotonin N-acetyltransferase (Serotonin acetylase) (EC 2.3.1.87) (Aralkylamine N-acetyltransferase) (AA-NAT),AANAT SNAT,Ovis aries (Sheep),207
P06875,P06875,reviewed,PAC_ECOLX,Penicillin G acylase (EC 3.5.1.11) (Penicillin G amidase) (Penicillin G amidohydrolase) [Cleaved into: Penicillin G acylase subunit alpha; Penicillin G acylase subunit beta],pac,Escherichia coli,846
P04296,P04296,reviewed,DNBI_HHV11,Major DNA-binding protein,DBP ICP8 UL29,Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1),1196
P01053,P01053,reviewed,ICI2_HORVU,Subtilisin-chymotrypsin inhibitor-2A (CI-2A),,Hordeum vulgare (Barley),84
